distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
0.3,Point to Point,821,726,95,0,5,9,Mann Summit East,Intermediate,4.0,"
Land Manager:  Indy Parks and Recreation
 ",IN
0.5,Point to Point,846,786,20,73,3,7,Trail 7,Intermediate,4.0,"        This quiet path is away from the others and less used, so it makes for a quiet escape. Starting from Trail 9, follow the trail along the edge of the field to reach its end in another junction with Trail 9.
    ",IN
0.4,Point to Point,913,849,28,92,6,12,Trail 2,Intermediate,4.0,"
Land Manager:  Indiana DNR
 ",IN
0.2,Point to Point,597,582,16,15,3,5,Trail #11,Easy,4.0,"        Begin the trail behind the cabins. The pathway immediately crosses the Old Highway Bridge. If you are scared of heights, this is a pretty terrifying bridge to cross. I wouldn't recommend children on this trail simply because this bridge is very treacherous and the rest of the trail sits atop a very high ridge. The trail itself is not dangerous; just be aware of how high you are and keep your kids within sight.

After crossing the bridge, the trail turns to the right and ends in a clearing. In this area there is an old log church, and a memorial to Colonel Richard Lieber, the father of Indiana State Parks. Return to the start of the trail by retracing your steps.
    ",IN
0.4,Point to Point,977,911,66,3,3,5,Lake Vista to Tree Lane,Intermediate,4.0,"Lake Vista trail is most easily accessed by parking at the seasonal campground area. When the campground is closed, the access road is gated at the horse riding Day Camp; park there and follow the Yellow Loop to Lake Vista trail.",IN
0.1,Loop,827,824,0,3,1,2,Shoot the Chutes,Difficult,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
0.6,Point to Point,667,592,76,26,3,6,Pedestrian Road,Easy,4.0,"        A two-part trail threads through The Pioneer Mother's Memorial Forest RNA. One part is the Pioneer Mothers Trail and the other is this pedestrian-only road. They are both open to the public for free. 

The Pioneer Mothers Trail from the south entrance ends a little past the Memorial Wall in what was previously a picnic lot, which is connected to the road. Follow this road north if you like. Parking is much more obvious at the south entrance. There's some detailed history to the area on this flier by the USFS.

The area has unfortunately suffered some felled trees.
    ",IN
2.3,Point to Point,817,760,87,81,1,7,Trail 4,Easy/Intermediate,4.0,"
Land Manager:  IN DNR - Potato Creek State Park
 ",IN
0.4,Point to Point,893,845,49,5,2,7,Trail 6,Intermediate,4.0,"
Land Manager:  Indiana State Parks
 ",IN
0.6,Loop,914,911,5,6,0,1,Woodland Way,Easy,4.0,Restrooms and parking are available at the McCloud Nature Center.,IN
0.1,Point to Point,810,756,0,55,7,13,Two Lakes Access Trail,Easy,4.0,"
Land Manager:  Hoosier National Forest - National Forest Service
 ",IN
0.4,Point to Point,783,732,70,54,6,12,Trail 6,Intermediate,4.0,"Be aware that the elevation profile for this trail, as well as many trails in Shades and Turkey Run State Parks are very inaccurate due to the small, deep ravines many of the trails pass through. These ravines typically do not show up well on terrain maps.",IN
0.3,Point to Point,916,912,3,3,0,2,Fox Chase,Easy,4.0,Parking and restrooms are available at the McCloud Nature Center.,IN
0.2,Point to Point,829,818,2,10,2,4,Sweet Darlin' Trail,Intermediate,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
0.1,Out and Back,835,830,3,5,2,3,Southtown Alternate,Difficult,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
0.7,Point to Point,838,822,22,6,1,4,The Pines,Intermediate,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
0.2,Point to Point,827,825,3,1,0,2,Creek Trail East,Intermediate,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
0.3,Point to Point,618,492,0,126,7,15,Trail to Campground,Intermediate/Difficult,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
1.1,Lollipop,672,572,101,100,3,9,Yellow Birch Ravine East,Easy/Intermediate,4.0,Very limited parking,IN
2.7,Point to Point,934,730,410,420,6,19,Hitz-Rhodehamel Nature Preserve Trail,Intermediate,3.7,There's a small parking lot at the trailhead—look for the sign.,IN
0.7,Point to Point,789,642,230,124,9,22,Trail 5,Intermediate/Difficult,3.8,"Trail 5 a short trail that takes your from a parking lot to an old railroad tunnel. From there it then heads around the tunnel to another parking lot.

This is a very fun and scenic trail, despite its short length. There are some interesting shaped cliffs along this trail, as well as the famed tunnel (which is closed between Nov. 1 - Apr. 30). The tunnel is very fun to hike through, though be aware it is pitch black halfway through, and there is a small waterfall and pool on the inside. Bring a flashlight and be on the lookout of cave spiders, bats, and red spotted-tail salamanders. Furthermore, this trail overlooks Tunnel Falls, the tallest waterfall in the state park, and one of the tallest in Indiana.
    ",IN
1.3,Point to Point,457,422,40,36,1,3,Weber Lake Trail (6),Easy/Intermediate,3.8,"        This is an easy-going loop around Weber Lake. The trail travels along an old road trace through several groves of trees before reaching the water. Weber Lake was both created and left barren due to bygone mining operations. The formerly ""dead lake"" was recovered by a joint effort between the DNR and federal government. Today, it's healthy, clean waters support plant and animal life thanks in part to a seasonal wetland.
    ",IN
0.9,Point to Point,668,598,101,49,3,6,Trail 3,Intermediate,3.8,"        This trail starts at the old entrance gates to the park and connects to the Dunes Kankakee Trail. If driving, go past the trailhead, pay the entrance fee, take the first right off the traffic circle, and park in the lot to your left. This seldom used trail features some of the best spring wildflowers in the park.
    ",IN
1.5,Point to Point,610,417,267,232,6,45,Ohio River Bluff,Intermediate,3.8,There's a fee to enter the park during the warmer months.,IN
2.8,Loop,915,847,116,117,2,9,Trail 5,Intermediate,3.8,"
Land Manager:  Indiana State Parks
 ",IN
12.5,Point to Point,891,582,664,679,2,16,Grubb Ridge Trail,Intermediate/Difficult,3.6,Leave No Trace policies posted.,IN
42.7,Point to Point,944,564,4221,4308,4,25,Tecumseh Trail,Difficult,3.8,There are not many access points for water and campsites.,IN
1.1,Point to Point,859,802,65,96,3,7,Moraine View Woodland Trail,Intermediate,3.6,"        The Moraine Nature Preserve is easy to access and has no entrance fee. There is ample parking in the gravel parking lot. The trail itself is a nice departure for the region. Unlike many other regional trails that are either flat or have a sandy hiking surface, this trail is never flat and has a hard-packed and rocky surface.

The preserve is part of the Valparaiso Moraine, which was formed by the last ice age. The nature preserve contains a combination of rolling ridges, steep hills, and ponds. The trail is surrounded by a beech-maple forest. There are excellent wildflowers in the spring and migrational birding in the spring and fall.
    ",IN
4.8,Point to Point,890,575,341,392,3,22,Sycamore Trail,Intermediate,3.7,"        Of the handful of hiker-only trails in Hoosier National Forest, this ranks near the top. The difficulty is moderate, and the chance for solitude is superb. 

Starting at the junction with the Terrill Ridge Trail, the trail makes its way down into a drainage on a mixed tread before climbing out of the drainage to a stretch of flat land and the trail's end back at the Terrill Ridge Trail.

This trail is popular with overnight campers at marked and unmarked campsites. The beginning and ending legs of the trail receive the heaviest traffic because of the campsites and the graveyard, but your company quickly thins toward the middle of the trail.
    ",IN
3.0,Point to Point,682,608,80,115,1,9,Little Calumet River / Mnoké Prairie Trail,Easy/Intermediate,3.7,"        The Little Calumet River / Mnoke Prairie Trail, along with the Bailly Homestead / Chellberg Farm Trail and Bailly Cemetery Trail, reveal the rich natural diversity that has drawn people to this area for over 10,000 years. Hike through a forest dominated by maple, beech, basswood, and oak trees. Follow a stretch of the Little Calumet River, once a critical transportation route for early regional travelers. Explore the recently restored Mnoke Prairie for a glimmer of the vast stretches of pre-settlement grasslands. 

Visit the Bailly Homestead and Chellberg Farm to glimpse how families lived and farmed in Northwest Indiana. 

The Bailly Homestead, a National Historic Landmark (1962), was the home of Honore Gratien Joseph Bailly de Messein (1774 - 1835). Bailly played a role in the development of the Calumet Region of northern Indiana. He was an independent trader in the extensive fur-trading network that spread from Montreal to Louisiana, and ultimately to Europe. Joseph Bailly was one of the earliest settlers in northern Indiana. In 1822, Bailly set up his fur trading post at the crossroads of several important trails. The Bailly Homestead complex is the last remaining site of its nature in the Calumet Region.

In the 1870s, Swedish immigrants Anders and Johanna ""Kjellberg"" bought 80 acres to establish a modest family farm. They were the first of three generations of the Chellberg Family to make their living here. In the 1930s, the Chellbergs started to tap the many maple trees on their property for the production of maple syrup.

The Annual Maple Sugar Time event in March (first 2 weekends) features the evolution of ""maple sugaring"" in Northwest Indiana from an early American Indian method, to the pioneer method of boiling sap in open iron kettles, to the modern commercial method of producing syrup. Indiana Dunes National Park is the only National Park Service location that makes maple syrup.
    ",IN
3.6,Point to Point,785,558,447,405,4,13,Pate Hollow Trail - West,Easy/Intermediate,3.7,"        Expect some up and downs on this trail but nothing too strenuous. It's usually not very crowded, but it does get close to the lake if that's your thing. All in all, just a good trail in the woods. All the intersections are marked with a map making it easy to find your way around any of Pate Hollow.
    ",IN
1.2,Point to Point,750,652,145,66,3,9,Pine Loop Trail,Easy/Intermediate,3.7,"        This is an easy/short trail which starts from the North Gate mountain biking parking lot. When leaving the lot, you can go left and follow the North Gate Trail, which is about 1.1 miles to the top of the hill and intersection with North Tower Loop or you can go right from the parking lot onto the Pine Loop which is itself about 1 mile long before connecting back to North Gate Trail. 

It's really nice having these two optional routes at the beginning and end of your hike so that you can adjust your distance easily. If you take Pine Loop to North Gate Trail then continue up to the top of the hill at North Tower Loop, it's about 1.7 miles vs. 1.1 miles if you take the North Gate Trail directly.
    ",IN
2.2,Loop,1053,969,126,129,2,8,Trail 3,Intermediate,3.7,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
1.4,Point to Point,625,486,162,168,4,13,Trail 2,Intermediate,3.7,"        The trail begins in the picnic area and follows several stream ravines as it circles back to return to the picnic area. The middle section of this trail runs along hillsides heavily forested with mixed deciduous hardwoods, bridges several small ravines, and offers scenic views of several small cascades and rocky-bottom streams.
    ",IN
0.6,Point to Point,758,751,13,6,1,2,Pond Loop Trail,Easy,3.7,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
2.5,Loop,521,394,162,164,2,14,Trail 4,Intermediate/Difficult,3.5,"        This is a fairly long trail with steep hills. It winds through natural forests descending into ravines across two streams. The trail joins three picnic areas, any of which may be used as a starting point. This trail also follows a short section of Trail 1.
    ",IN
0.3,Point to Point,683,671,15,4,1,3,Bailly Cemetery Trail,Easy,3.3,"        The Bailly Cemetery Trail, along with the Bailly Homestead / Chellberg Farm Trail and Little Calumet River / Mnok Prairie Trail, reveal the rich natural diversity that has drawn people to this area for over 10,000 years. Hike through a forest dominated by maple, beech, basswood, and oak trees. Follow a stretch of the Little Calumet River, once a critical transportation route for early regional travelers. Explore the recently restored Mnok Prairie for a glimmer of the vast stretches of pre-settlement grasslands.

Visit the Bailly Homestead and Chellberg Farm to glimpse how families lived and farmed in Northwest Indiana. 

The Bailly Homestead, a National Historic Landmark (1962), was the home of Honore Gratien Joseph Bailly de Messein (1774 - 1835). Bailly played a role in the development of the Calumet Region of northern Indiana. He was an independent trader in the extensive fur-trading network that spread from Montreal to Louisiana, and ultimately to Europe. Joseph Bailly was one of the earliest settlers in northern Indiana. In 1822, Bailly set up his fur trading post at the crossroads of several important trails. The Bailly Homestead complex is the last remaining site of its nature in the Calumet Region.

In the 1870s, Swedish immigrants Anders and Johanna ""Kjellberg"" bought 80 acres to establish a modest family farm. They were the first of three generations of the Chellberg Family to make their living here. In the 1930s, the Chellbergs started to tap the many maple trees on their property for the production of maple syrup.

The Annual Maple Sugar Time event in early March features the evolution of ""maple sugaring"" in Northwest Indiana from an early American Indian method, to the pioneer method of boiling sap in open iron kettles, to the relatively modern commercial method of producing syrup. Indiana Dunes National Park is the only National Park Service location that makes maple syrup.
    ",IN
2.5,Point to Point,990,674,293,334,5,19,Taylor Ridge Trail #9,Intermediate,3.5,"        Taylor Ridge Trail #9 is a moderately trafficked lollipop trail located near Nashville, Indiana that has beautiful wildflowers and is rated as moderate. The trail can be accessed year round, and it has some steep inclines and declines.

Starting off on its namesake ridge, the trail traverses gentle grades through the woods to the end of the ridgeline, at which point it dives sharply into the drainage below. From here, the trail follows the gentle upslope of the drainage through pristine forests before climbing back up the ridgeline to its end. From its end, take a right to follow a stretch of trail from earlier back to the trailhead and the Taylor Ridge Campground.
    ",IN
3.5,Point to Point,835,748,110,96,1,7,Harrison Trace Trail,Intermediate,3.5,"
Land Manager:  Indiana State Parks
 ",IN
11.2,Point to Point,642,623,30,12,0,0,Prairie Duneland Trail,Easy/Intermediate,3.5,"        This rail trail links several cities and other rail trails together. The western trailhead is in downtown Hobart and connects to the Oak Savannah Trail. The eastern end of the trail is in Porter and connects to the Porter Brickyard Trail. There are parking lots at each end and several parking lots along the trail.
    ",IN
3.0,Point to Point,889,571,351,66,3,12,Scarce O'Fat Trail,Intermediate,3.5,"        This trail starts at the junction with Tecumseh Trail, Lake Trail, and High King Trail. From here, the Scarce O'Fat Trail heads west-northwest ascending a ridgeline through Southern Indiana hardwood forest. This trail is adequately blazed, however, numerous intersections with horse trails and logging/fire roads necessitate paying attention. The final third coincides with a doubletrack forest road.
    ",IN
0.5,Point to Point,546,498,48,3,2,3,Campell Woodland Nature Trail,Intermediate,3.5,There is a porta-potty on the upper point on the trail.,IN
1.3,Point to Point,711,521,58,248,4,19,Fire Tower Trail,Intermediate/Difficult,3.5,"        From the fire tower, head east and the trail soon crosses over the gravel road where the trail gradually descends into a valley. The trail has some water erosion, but is wide enough to hike alongside. A few creek crossings down in the valley can be challenging after a heavy rain. The trail occasionally meanders part ways up the side of the hill and affords some nice elevated views of the creek below. Eventually the trail rises up and weaves through an old pine grove before meeting with the Foxy Hollow Trail about 1 mile from the trailhead. Continuing south on the fire tower trail, you'll cross another gravel road, and then arrive at another fork in the trail in about 1.3 miles. The fork to the right (southwest) will lead you to the campground. The fork to the left (southeast) continues down into another valley where the trail meets the Twin Lakes Trail. Just before meeting the Twin Lakes Trail is a wide, shallow creek crossing that may lead to wet feet if unable to find enough stepping stones.

The trail is well marked with red rectangular blazes.
    ",IN
1.3,Point to Point,885,828,85,139,3,26,Lakeshore Trail,Intermediate,3.5,"        This is one of the longest trails in Whitewater Memorial State Park and begins at the parking area near the Hornbeam Nature Preserve. From the parking lot, follow the signs into the trees. The first part of the trail includes a half mile loop via the Lakeshore Trail Alternate. You can choose to go left or right since both directions will eventually take you to the longer portion of the trail that follows the edge of the lake. 

Throughout this trail, you'll be hiking through Indiana woodlands with some hills and valleys that will take you near the water's edge for most of the trail. Shortly after the loop, there is a very short segment that will take you down to the water's edge. This is a great spot for a picture or just to watch the activity on the lake. As you continue from here, you'll be able to see various waterfowl. Plus, be on the lookout for small turtles and frogs sunning near the shore.

As you approach the end of the trail, you'll come to a wooden staircase that takes you down to the observation deck at the end of the trail. Depending on the time of year, you'll be able to see some views of the lake, but be advised the observation deck is at lake level but not actually on the lake. It is surrounded by trees, so your view may be blocked during the warmer seasons. While here, take some time to catch your breath and keep an eye and ear out for the various species of birds found in this area. From here, it's time to turn around and head back to the parking area. I personally like trails like this as you get to see the whole trail from both perspectives, coming and going.
    ",IN
0.8,Point to Point,850,810,42,3,1,6,Eagle Creek Trail,Easy/Intermediate,3.5,"        This trail is great if you just want to get away for a few miles of hiking in a forest of dense trees. There is a variety of wildlife within the park, and the trails are well defined. There are many connector trails here, so utilize them if you feel like extending your hike.

Starting from its junction with Trail 2, this trail heads northwest along the banks of Eagle Creek to pass numerous pleasant views.
    ",IN
0.9,Loop,725,711,14,17,1,2,Marott Park North Loop,Easy/Intermediate,3.5,Can be tricky to exit during rush hour.,IN
1.6,Point to Point,672,434,236,260,6,28,Red Blaze Trail,Intermediate/Difficult,3.5,"        This trail begins like all others at the main trailhead. It then quickly departs the Yellow Blaze Trail and White Blaze Trail to head to the cave on a soft, leafy tread. This moderate trail is well marked with RED blazes and does not loop. Note that those going to the cave should obtain permission from the ranger staff at Camp Stem Girl Scout Camp before embarking.
    ",IN
2.6,Loop,710,696,38,38,1,4,Oxbow Trail #4,Intermediate,3.5,Gate fee at park entrance.,IN
0.8,Point to Point,877,815,38,63,2,7,Trail 8: Upper Field Segment,Easy/Intermediate,3.5,"        Wandering around the tall open fields of natural Indiana grass on the high ground of the property, this trail is ideal for everyone. Starting and ending on Trail 9, this pleasant track is primarily flat and allows you to worry less about the trail and more about enjoying your beautiful surroundings.
    ",IN
0.5,Point to Point,763,564,226,202,16,66,Trail 5 - Tunnel Spur,Difficult,3.5,"
Land Manager:  Indiana DNR - Clifty Falls State Park
 ",IN
1.1,Point to Point,805,651,154,1,3,6,North Gate Trail,Easy/Intermediate,3.5,"        The North Gate Trail is a nice start and end to your hike in the park. This gentle uphill climbs from the parking area to a junction with the North Tower Trail. Hikers also have the option to connect to the Pine Loop Trail near the beginning of North Gate which is a great option if you are looking to add some additional mileage or variety to your hike.
    ",IN
5.2,Loop,957,896,392,393,3,14,Trail 4,Intermediate,3.5,"
Land Manager:  DNR- Chain O Lakes State Park
 ",IN
2.2,Point to Point,636,491,312,315,5,15,South Ridge Trail,Intermediate/Difficult,3.5,"        A mostly singletrack trail that takes hikers around the back side of the lake. The trail starts and ends with a little fire lane section, but has some tight singletrack in the middle. A few tough climbs help keep it interesting.
    ",IN
3.0,Point to Point,580,520,108,106,1,12,Trail #3,Easy/Intermediate,3.5,"        This loop trail consists of a gravel, grass, and dirt footpath. There are two distinct sections of the trail. The first two miles are easy, the last mile is intermediate. The first 1.25 miles hike through open prairie and crosses a small creek overlooking a marshy floodplain. The trail then follows a bluff above the massive Wabash River. 

About 1.25 miles in, the trail becomes more wooded while following the Tippecanoe River, but remains mostly flat. There are a couple more creek crossings. Around 2 miles in, the trail becomes much more wooded and hilly. 

The remainder of the trail runs along a hillside with a few small inclines, a few staircases, and a couple creek crossings. The trail ends by the fishing pond.
    ",IN
0.5,Point to Point,565,473,91,87,7,9,Fire Tower Connector,Intermediate/Difficult,3.5,"        Starting from the Lake Trail  (Trail 1) the east branch of the Firetower trail slowly climbs a medium sized hill (locally speaking), with a series of wooden stairs on the steeper part.

Once at the top of the hill, you may climb to the top of the fire tower at your own risk for some good views of the surrounding area.

The western branch of the Firetower trail returns you back to the Lake Trail (Trail 1) down a slightly more gradual slope that is covered in gravel with occasional steps.
    ",IN
0.8,Point to Point,778,604,179,190,9,21,Trail 1,Difficult,3.5,Park entrance has a fee—take cash or cards.,IN
0.8,Point to Point,668,524,99,176,6,30,Trail #5,Difficult,3.5,"
Land Manager:  IN DNR - Turkey Run State Park
 ",IN
1.4,Point to Point,696,582,145,161,4,16,Green's Bluff,Intermediate,3.5,"Parking for three cars comfortably, five cars in a pinch.",IN
0.6,Point to Point,848,811,53,31,3,10,Turtle Loop,Easy,3.5,"        This lollipop loop is the easiest in the park. If you're looking for a very short hike, take a left shortly after you begin Shadow Run to head down this trail. It's not technical and there are no big climbs like on Shadow Run.  You can go either direction around the loop at the end and return to the trailhead or if you're more adventurous, you can try the rest of Shadow Run next.

At the tip of the lollipop loop, Creekside branches off.
    ",IN
0.9,Point to Point,650,555,98,3,2,37,Trail 10,Difficult,3.5,"
Land Manager:  IN DNR - McCormick's Creek State Park 
 ",IN
0.6,Point to Point,758,754,4,9,0,2,Outer Loop Trail,Easy/Intermediate,3.5,"        Fairly easy trail along creek through woods past a fishing pier and a few bridges. Connects to the Pond Loop Trail.
    ",IN
1.4,Loop,971,900,106,106,3,7,Center Loop,Intermediate,3.5,"        There are two ways to reach Center Loop.  The easiest would be to follow Creekside Trail.  Alternatively, you could reach this loop by following the more difficult Cliffside trail.  Hike it in either direction as a lollipop loop to head back to the trailhead, or to add distance onto a larger loop of the trail system and link to Grandview Loop.

Look for some rocks and a bit more climbing as this trail goes higher on the bluffs.
    ",IN
1.2,Point to Point,1049,1009,35,53,1,5,Schrader Weaver Preserve,Easy,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
1.0,Point to Point,687,560,13,141,3,14,Trail 20,Intermediate,3.5,"Trail 2 is a short trail just to the west of the town of Maumee. It is used to connect the roads N. County Road 1190 W. and N. County Road 1200 W. with Hickory Ridge Trail 18.

Trail 2 is often used by by those who wish to connect the Nebo Ridge Trail with the Hickory Ridge trail system.
    ",IN
2.6,Loop,964,907,182,181,3,14,Crooked Lake Nature Preserve Trail,Intermediate,3.5,"        There are two trail loops in the Crooked Lake Nature Preserve and a third, connected loop in the Ralph Gates Addition. The preserve contains over 0.5 mile of undeveloped shoreline on one of Indiana's cleanest and deepest lakes. Forested slopes are dominated by beech and sugar maple associated with green ash, shagbark hickory, red oak, sassafras and white oak. 

The understory consists of sugar maple, ironwood, green ash, beech, and flowering dogwood. There are wetland habitats including marshes and calcareous seeps along the shore, and an island in the lake itself. Parking is available on the Noble/Whitley county line road (600S/700N). The trail is also accessible from the end of W Northshore drive on Crooked Lake.
    ",IN
0.7,Point to Point,829,752,83,17,3,14,Skiles Test Nature Park Trail,Easy/Intermediate,3.3,"        The trail starts out with a significant ascent, 825 ft. of elevation gain over the first 0.25 miles with about a 9.5% grade. It then levels out for a nice, smooth hike.
    ",IN
0.2,Lollipop,774,771,3,3,1,1,Potter's Bridge Loop Trail,Easy/Intermediate,3.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
1.9,Point to Point,724,543,226,256,5,18,Turkey Trot Trail,Intermediate,3.3,"        ""The limestone shoreline around the point at Allen's Creek is so dense with fossils that it's hard to find 'plain' rock! The fossil beds are filled with crinoids and corals, interspersed with geodes – remnants of the shallow sea that once covered Indiana."" - DNR Interpretive Services of the Paynetown Activity Center

The trail itself is an old gravel road. There are several optional spurs to explore. Short plants flourish along the road, so beware of ticks along its length. If it has been raining a lot, this might affect your enjoyment of the shore.

""Monroe Lake Trail — Our trails are built and maintained for the education and enjoyment of our visitors. Please assist in preserving the natural beauty of the area by observing the following rules and regulations:
• Always stay on the trail.
• Do not litter. Pack out any trash.
• All pets must be on a leash at all times.
• No collecting is allowed except for mushrooms, berries and nuts. [Do not take the nice fossils!]
• Foot traffic only. No bicycles or motorized vehicles allowed.
• Do not damage or destroy any natural or man-made items.""
    ",IN
3.2,Point to Point,780,771,15,15,0,1,Southern Trail Loop,Easy/Intermediate,3.3,"        This trail is located in Cicero, just north of Noblesville off of 37. The Southern Loop Trail is a little over 3 miles long, and hikers can easily piece together longer outings with the different loops and through trails that is connects with. There is a nice historic railroad bridge on the White River Campground Connector that takes you over to a the White River Campground with a restroom and water. 

This is located on old Native American land so there are some pretty cool displays/exhibits at the front of the park. Make sure to bring water with you if planning on doing the full north and south loops. There is not a lot of shade and no water fountains along the trail.
    ",IN
0.9,Point to Point,708,576,133,0,3,7,Trolley Line Trail,Easy,3.3,"        This is a paved asphalt path through Happy Hollow, good for a short hike out and back.
    ",IN
3.9,Loop,871,688,294,302,3,9,North Tower Loop,Intermediate,3.3,"
Land Manager:  IN DNR - Brown County State Park
 ",IN
0.8,Loop,778,749,30,30,1,3,Camp Glenn Trail,Easy/Intermediate,3.3,"        From the Camp Glenn Trailhead off Shafter Road, enter the trail at the western edge of the parking lot.  Follow the trail counter-clockwise, so keep right at the first intersection. Keep left at the second intersection with the Lawrence Creek Trail and then keep right to return to the parking lot.

This trail is a wide, smooth singletrack trail through mostly open hardwood forest. Watch for poison ivy and stinging nettles growing alongside the trail in the warm months. There are some mild obstacles here that will keep beginners on their toes.  

There is a small rocky section with an alternate route, and there are a few rocks alongside the trail.
    ",IN
0.6,Point to Point,662,594,54,71,4,7,Trail 7,Intermediate,3.3,"        Park at the Nature Center. Trail 7 connects the Nature Center to the beach and avoids the tallest of the dunes. Trail 7 can be used in conjunction with Trail 8 - 3 Dunes Challenge if you want to do only some of the tall dunes.

The Indiana Dunes State Park was established in 1925 and contains 2,182 acres of land. The park is home to the tallest sand dunes in the area that approach 200 feet in height. The park contains a diverse range of beach, forest, and wetland habitats. As a result, this is an incredible spot for birding. There are three miles of pristine beaches along the Lake Michigan shoreline. 

Visit the park's website for information on programs, camping, and other activities.
    ",IN
9.7,Point to Point,758,710,112,65,0,6,Fall Creek Trail,Easy,3.3,"        This trail starts at North Meridian Street, but most will use it as a branch off the Monon Trail, where it departs immediately after crossing Fall Creek. There is a short leg that continues east, but the length of the trail goes west following Fall Creek until reaching Fort Benjamin Harris State Park. 

This is a paved urban trail running through a greenway as it cuts through the city of Indianapolis. The trail is great for running, hiking, and biking, though there are a few places which can be muddy after a rain. ""Fort Ben"" as it's locally known is a great reward at the end of the 10-mile trek. 

Fort Benjamin has its own trail system and is an Indiana State Park. There is no attendant at the Fall Creek entrance, but a pass is required to visit the park. A day pass or yearly state park pass can be obtained at the main gate of the park which is a short ways from the Fall Creek entrance.
    ",IN
1.4,Loop,616,606,14,21,0,2,West Beach Trail,Easy,3.3,"        The West Beach Trail (Loop 2) is an easy 1.4-mile hike through an area that was sand mined in the 1920s. The footing is mainly loose sand. This area is being restored as an oak savanna and is a great place to see prickly pear cactus. Birders will enjoy looking for water birds on Long Lake from the viewing platform.

The trail is not accessible to wheelchairs. However, there is a paved road from the parking lot to the bathhouse that offers views of Lake Michigan that is accessible to wheelchairs. The main parking lot has spots for 596 cars and is open year round. 

There are restroom facilities and potable water available year round in the West Beach Contact Station. Seasonal showers, lockers and a beach (with lifeguards) are available in the summer.

There are covered picnic shelters near the West Beach parking lot. First come, first served. No advance reservations. Wheelchair accessible. Alcohol is not permitted anywhere at West Beach. Cooking fires at the picnic shelters are permitted in the provided grills or an approved carry-in grill. An approved grill is a noncombustible container with an enclosed bottom and enclosed sides with a minimum depth of 2 inches. Charcoal must be cooled and safely disposed of in a noncombustible container or removed from the area.

Indiana Dunes National Park (formerly national lakeshore) was established to preserve portions of the Indiana Dunes and other areas of scenic, scientific, historic and recreational value. Up to two million annual visitors enjoy the park's 15,000 acres of wetlands, prairies, sand dunes, oak savannas, forests, and historic sites. The park's 15 miles of beaches hug the southern shore of Lake Michigan from Gary, IN, to Michigan City, IN. For more information, visit  nps.gov/indu or  facebook.com/IndianaDunesNPS.
    ",IN
3.3,Point to Point,963,665,411,416,5,12,Aynes Loop,Intermediate/Difficult,3.0,"
Land Manager:  IN DNR - Brown County State Park
 ",IN
11.3,Point to Point,816,779,240,247,1,7,Bloodroot Trail,Intermediate,3.0,"This is a multi-use trail, allowing backpacking, mountain biking, and snowmobiles.

There is a fee to enter the park, and there is a fee to use a backcountry campsite also. Visit the Interpretive Center at the trailhead, where there is a patch available for the hike. You'll need waterproof footgear and sun screen; hiking through the grass in the morning will get your feet wet from the dew, and hiking through the fields and open will have full sun exposure.",IN
