distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
1.8,Point to Point,880,742,157,107,3,9,Trail #13,Intermediate,3.5,"        Trail #13 is a nice loop with some small rock gardens. This makes for a good short hike from the lower parking lot and back using Trail #5 as the connector. On the more western side, this trail goes by a large hill that this trail circles, but there are a few bouldering opportunities here, if you're feeling like traveling vertically. It could also be considered a preview or practice for Trail #15. The trail has a few rock gardens, but they are much smaller and easier to navigate than what you'll find on Trail #15.
    ",PA
4.4,Point to Point,958,537,577,722,6,20,Boone Trail,Intermediate,3.4,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
7.2,Point to Point,1506,341,421,1469,5,32,AT: Wilmington Trail Club (PA),Intermediate,3.4,"

Appalachian Trail (AT)


",PA
2.1,Point to Point,1975,1549,153,487,6,14,Rocky Knob Trail - East,Intermediate/Difficult,3.4,"
Land Manager:  PA DCNR - Michaux State Forest
 ",PA
1.9,Point to Point,797,744,63,102,2,8,Nine Mile Run Trail,Easy,3.5,"        The main trailhead and parking area is located just off Braddock Avenue just before the on-ramp for the parkway in-bound.  The trail as a whole is smooth gravel, with a brief section over concrete.  

The trail starts out with a gentle downhill before leveling off for the remainder of the section prior to crossing Forward Ave.  This section follows closely to the Nine Mile Run, and is surrounded by forest and tall grasses, making it a heat and humidity collector in summer.

You'll come to a small parking lot at Forward Ave and will have to cross to continue.  You'll pass under the parkway, which is at the Squirrel Hill Tunnel for reference.

From here, the trail becomes more scenic, while remaining well groomed with a gravel base.  You'll be faced with slight climb and quarter mile of flat trail surrounded again by tall grasses.  Then comes the 'big dip' which drops down to Nine Mile Run and immediately back up, losing and gaining the same amount of elevation on either side.

The remainder of the trail takes you to Old Browns Hill Road, where if you head down the hill to the Monongahela River, you can access Duck Hollow Trail (a paved rail-trail).
    ",PA
4.6,Point to Point,295,147,579,547,5,28,White Trail,Intermediate,3.5,"        This trail starts from the Orange Trail just north of West Walnut Lane. The trail rolls along paralleling the Orange Trail the entire way. The first 0.1 mile is on the Orange Trail.  Keep an eye out as you hike, as there are many access trails, trail crossings and even road crossings as you head north along the White Trail. There is a very steep hill (though it is short) about 1.8 miles along the trail (if you're heading north). 

At the junction with the Orange Trail about 2.6 miles in, the trail begins to climb to the higher elevations in this valley. Wissahickon Creek will be visible for the majority of the trail when the trees are not leafed out (late fall through early spring). Unlike the Orange Trail which is a singletrack trail, White Trail is wide enough to hike two abreast for the vast majority of its length. A special feature is the Statue of Tedyuscung at mile 4.1. The trail ends at another junction with the Orange Trail and the Laveder Trail. I highly recommend adding the Lavender Trail to your hike as it follows a babbling brook back down to the Orange Trail which is a delightful highlight.
    ",PA
0.9,Point to Point,1087,795,293,0,6,13,Falls Ravine Trail,Easy/Intermediate,3.5,"        Falls Ravine Trail is the main and most direct fire road climb/descent between upper and lower Frick Park.

Those that enjoy fire roads can have a nice series of loops in the park as well by connecting to nearby trails. While the place is not big, you can easily put a few hours of trail exploration with minimal repetition.
    ",PA
1.3,Point to Point,978,791,187,0,3,7,Tranquil Trail,Intermediate,3.5,"        The easy, graded Tranquil Trail fire road runs most of the valley length and connects the Lower Frick parking lot with Frick Park's Point Breeze/Homewood Cemetery park entrance.
    ",PA
60.8,Point to Point,179,22,815,658,0,4,D&L Trail - Delaware Canal Path,Easy/Intermediate,3.5,"        The 60-mile long Delaware Canal towpath is a National Recreation Trail that travels between Easton and Bristol. Back in the day, it was used by mule teams pulling boats along the canal. Today this route is used by hikers, runners, cyclists, and bird watchers. 

The route is not technically challenging and gains less than 150 feet of elevation over its entire distance. It has several access points and crosses some diverse and varied terrain. Hikers will enjoy a variety of scenery no matter what portion of the trail they decide to hike. 

For more information about the trail, visit the park's website.
    ",PA
8.2,Point to Point,930,895,92,96,0,2,Shenango River Trail,Intermediate,3.5,"        This is a nice and enjoyable trail when the brush is clear, but more often than not it isn't. Every so often a group clears it aggressively, but the brush regrows just as aggressively.

Start at either end, Kidd's Mill or Big Bend. It's generally easy to hike and follow at the start, but sooner or later the thick brush takes over. There are sections that are very wet, depending on how the rain has been, and there are many obstacles and large fallen logs to climb over. It is easy to get lost, but the important thing to remember is that it was once a towpath. So the trail will ideally hike along the manmade ridge next to the canal pools, much like the raised railroad bed of a rail trail.

From New Hamburg, the southern section is generally much more clear.

Mostly level river trail with a few dips for stream crossings. No engineered features, but many natural obstacles such as roots, mud, and loose sections. One old pipe crosses the trail at shallow angles.

Stream crossings are frequent and vary greatly in difficulty. In some cases, the mud is surprisingly deep and can lead to some difficulty navigating through. Make sure your shoes/boots are tied tightly!

The trail splits frequently for horses one direction and foot traffic the other. Follow the horse direction to ford a stream, or the hike direction to cross a narrow bridge with railing.
    ",PA
1.9,Point to Point,1295,575,720,5,7,21,Mt. Minsi Fire Road,Intermediate,3.5,"        Fairly picturesque as fire roads go, this 1.8 mile route bypasses a more difficult section of the AT: Wilmington Trail Club (PA). It also connects with Table Rock Spur and Lake Lettini Trail for those wishing to add mileage.
    ",PA
2.1,Point to Point,635,466,285,243,5,23,Deep Woods Trail,Intermediate,3.5,"        Hikers can either start this trail by hiking from the visitor center at Crow's Nest Preserve along the Chief's Grove Trail, marked by yellow arrows, until you reach the red arrows marking the start of this trail - or you can jump right onto the trail from Harmonyville Road. 

From Harmonyville Road, you'll pass through farmland until you reach the woods, where you'll be surrounded by oak, hickory, tuliptree, beech, maple, and spicebush trees. Nearly extinct American chestnuts sprout from decaying stumps. The trail passes over Northside Road twice along it's loop. You'll see green arrows at two points along the trail, marking the Fox Hill Trail.
    ",PA
17.4,Point to Point,1446,625,2869,2906,6,31,AT: Mountain Club of Maryland - South (PA),Intermediate,3.5,"

Appalachian Trail (AT)


",PA
2.4,Point to Point,665,495,171,167,3,8,Sober's Run Loop Trail,Easy,3.5,"        Moderately trafficked, mostly flat and wooded. A number of side trail options for extending or altering the main loop.
    ",PA
1.2,Point to Point,1668,1079,601,13,9,23,Great Gorge / Valerie Falls Trail,Intermediate/Difficult,3.5,"        This trail follows an old logging road up to Chestnut Ridge. The road-trace isn't too strenuous, but there are a few steeper sections at the start before the grade backs off for the remainder. Enjoy the tree cover and spacious views this trail affords.
    ",PA
1.1,Point to Point,2460,2051,410,0,7,28,Bobcat Trail,Intermediate/Difficult,3.5,"        A less frequently used trail in a very popular state park. There are some small rocky sections to navigate along the way and a few stream crossings, too. Overall, there is a great variety of terrain on this short trail.
    ",PA
4.7,Point to Point,972,525,809,914,7,21,Horseshoe Trail,Intermediate,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
6.3,Point to Point,1446,1291,350,331,2,15,Simpson Trail,Easy/Intermediate,3.5,"        Located on the southern portion of the park/lake, this trail meanders in nature through forested and new growth areas, not very rugged, but contains rolling uphills/downhills.

Be aware that this trail is shared with mountain bikers. Stay alert while on the trail to ensure your safety and the safety of others.
    ",PA
3.3,Loop,1435,1423,27,27,0,2,Main Lake Loop,Easy,3.5,"        There are a few places to start this relatively flat and gravel/two-track loop around the reservoir. The loop itself is a good, easy hike, open for all levels.
    ",PA
1.4,Loop,1903,1874,43,39,1,3,Blueberry Trail,Easy/Intermediate,3.5,Can park at airport terminal.,PA
1.6,Point to Point,1489,1196,315,40,4,18,Glacier Ridge Trail - Trout Cove Alternate,Intermediate/Difficult,3.5,"        This section of the Glacier Ridge Trail/North Country Trail is another alternate route that takes hikers along the bank of Lake Arthur before climbing up a hill and descending to the Route 528 Trailhead.

The trail is easily located at the eastern terminus where signposts signal the trail split. Slightly harder to identify at the western terminus, the trail spurs off from the GRT/NCT without any significant signage.  Possibly the easiest way to remember that the trail splits is by using Lake Arthur as the marker. Nowhere else on the GRT/NCT does the trail get so close to Lake Arthur. So, keep this in mind. You'll descend what will seem like the 4th or 5th significant hill, and arrive at Lake Arthur, but the trail will turn and head up a hill within 2 minutes (.1 mile) after reaching the lake. This is where the trail splits, and if you stay along the banks of Lake Arthur, you'll have linked into this alternate route.

This alternate is really nice, providing a change of pace and scenery for the first half of the trail. Finally out of the woods, you'll have the lake and fisherman dotting the banks. However, you'll eventually turn north and climb over 1 mile to the top of the hill before linking back into the GRT/NCT trail.
    ",PA
3.6,Point to Point,1179,995,265,304,3,13,Old Airport Trail,Intermediate,3.5,"        Old Airport part of the Bavington (Hillman State Park) trail system. Trails are meticulously maintained. Even during the wet months most trails remain pretty dry. 

This section is mostly smooth.

Be sure to check out the Pine Race Track mid way through the trail. If you make a lap on the Pine Race Track, make the first right after you return to the start to continue on the Old Airport Trail.
    ",PA
19.7,Loop,524,302,537,525,1,8,Capital Area Greenbelt,Intermediate,3.5,"        Starting from the north side of Wildwood Park, this path continues through the park as a nature trail. At the end of the park, the trail turns into a paved path and continues south. Stick close to the sidewalk, especially when crossing under Interstate 81. From there, the Greenbelt continues to its southern terminus, where parking is also available. 

It meanders through beautiful green space and is a relaxing and enjoyable walk.
    ",PA
1.6,Point to Point,203,53,283,201,6,11,Green/Orange Blazed Trail,Intermediate,3.5,"        From the eastern side of Forbidden Drive take the dirt path up into the woods. You'll pass by parts of Philadelphia University and cross under the Henry Avenue Bridge. 

Even though its in the middle of the city, the path seems pretty rustic and secluded and gives you a pretty nice view of the Wissahickon Creek. When you get to Rittenhouse Street, you'll turn left back to the Historic Rittenhouse Town parking lot. 

Add the Lincoln Drive Trail to your loop and get a nice and tough 3mi/5k hike.
    ",PA
1.9,Loop,2436,2261,255,243,5,7,Grand View Trail,Intermediate,3.5,"
Land Manager:  PA DCNR - Ricketts Glen State Park
 ",PA
0.3,Point to Point,1540,1323,0,217,13,14,Bear Gap Trail,Intermediate/Difficult,3.5,"        This is an old fall line trail that still works for descending or climbing.
    ",PA
2.1,Loop,1222,1068,162,162,3,10,Warm-up Loop,Intermediate,3.5,"        From the Ice Rink/VIP lot, go up the hill toward Twin Hills Rd and the trailhead will be on the left, just past the natural gas meter. This takes you on to a nicely rolling trail.  At the next fork in the trail, make a right and head up to, and cross, Twin Hills Rd.  Up the grass toward the pavilions, the trail enters the woods just to the right of the uppermost pavilion.  

The trail will parallel Stoltz Rd. until you near Twin Hills Rd.  Continue out to Twin Hills Rd, make a right, and reenter the woods on the left-hand side of the road.  Once on the trail, bear left and follow this twisting section down to a gas line right-of-way.  Make a sharp left and follow the trail back to Twin Hills Rd.
    ",PA
3.7,Point to Point,420,209,465,460,5,12,Yellow Trail,Intermediate/Difficult,3.5,No fee to enter the state park.,PA
1.1,Point to Point,1628,1397,7,237,4,14,Lance's Trail,Intermediate/Difficult,3.5,"        Start from ""Confusion Corner"" and head down the connector to take a hard left. Climb up and out of the hollow and enjoy about 1.5 miles of doubletrack with great wooded scenery. Once to the intersection, follow the Lance's Trail signs. At this point, it is all singletrack with some rocks. Towards the end, you'll descend quickly, so be sure to watch for the ruts and rocks. Just as the trail starts to flatten out, hang a hard right and climb back out of the hollow. There will be one more small downhill section followed by a steep climb to get back to ""Confusion Corner.""
    ",PA
1.7,Point to Point,243,189,70,49,1,9,Karl Stirner Arts Trail,Easy,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
1.6,Point to Point,1697,1134,583,40,7,37,Gum's Trail,Difficult,3.5,The steep climb can be pretty rocky,PA
4.4,Point to Point,1901,1565,363,520,4,11,Middle Ridge Trail,Intermediate/Difficult,3.5,"        Middle Ridge is easy to get to and easy to bail from if you are in over your head. The trail is best east to west and seems to get slightly easier in that direction as well. The beginning is a jumble of rocks that you'll have to navigate. 

The trail intersects with several trails that traverse between Hunter Rd and Henstep Valley Trail, so there are always options to shorten your hike. The intersections themselves aren't always marked, but its pretty clear that you want to stay on the ridge and keep following the trail on the spine itself. 

There are a few rock outcroppings along the trail to keep it interesting. At the end, the trail drops off a little steeply, so watch your footing.
    ",PA
0.3,Point to Point,917,905,12,1,1,3,Marsh Trail,Easy/Intermediate,3.5,"        This trail begins at the bottom of the paved road if you have parked at the visitor center. It shortly turns to boardwalk, and you'll find several birding huts along the trail next to the lake. Watch out for wildflowers and other wildlife along this trail, and who knows what you'll find! At the end of the trail you'll see Marsh Road that, if you take a left, will lead you back to where you started!
    ",PA
1.4,Loop,1116,998,125,98,3,11,Yellow Trail,Easy,3.5,"        The yellow trail offers a nice loop that connects the red trail with the purple trail. Starting from the  intersection with the Purple Loop and the Panhandle Connector Trail, the trail traverses through a rooty wooded area, continuing south to begin the loop before coming back north on the other side. Over the course of this loop, hikers will end up bisecting the purple trail.

Before getting to the road where the trail comes to an end, the route will continue on its rooty, winding course. All in all, this is a nice short loop.
    ",PA
2.6,Point to Point,2169,1875,432,259,5,16,Allegheny Front Trail (South),Intermediate/Difficult,3.5,"        Entering off Beaver Rd., start with a short 1/2-mile climb through the pine trees followed by a descent through the ferns down to the bridge crossing. Across the stream through the campsite and across Smays Run Trail (forest road), you then begin a 1-mile climb up through the trees before the descent and short rise to Underwood Rd.

Access Info: This trail can be accessed from Beaver Rd or off Underwood Rd.
    ",PA
0.3,Point to Point,1182,1116,36,66,7,12,Oak Forest Trail,Intermediate,3.5,"        This trail starts off the Spring Hollow Trail at either end. The southern trailhead can be located at the bottom of the cinder section of trail that leads from the parking lot. Once at the bottom of the hill, the treeline will break to the right, away from the trail, and the entrance to Oak Forest will be a grassy-looking swath cut into the treeline. The northern trailhead has a singletrack dirt entrance and is easily seen from the Spring Hollow Trail.

Starting from the southern trailhead, hikers will immediately start to climb the hill. Once at the top, the trail weaves through the regenerating forest. It should be noted that the trail may be hard to follow as the foliage is not dense, and little undergrowth is present. As hikers make their way across the hilltop to the northern end, there is steep descent back to Spring Hollow Trail.
    ",PA
4.0,Point to Point,657,593,191,183,2,7,Chilisuagi Trail,Easy,3.5,"
Land Manager:  Montour Area Recreation Commission
 ",PA
0.4,Point to Point,1100,983,0,117,5,9,Bench Trail,Intermediate,3.5,"        Typically collecting ground and rain water throughout the year, this trail can get muddy in a hurry, with some of the short, but steep'ish, climbs getting really slick.  Starting from the south end (in the woods), you can access the trail at the 5-way intersection.  Look for a small wooden bridge.  

From the north end (blue-slide park) you can access the trail from the paved walking path.  Just look to the tree line for an opening.  There are two.
    ",PA
1.5,Point to Point,580,524,123,101,3,6,E1,Intermediate,3.5,"
Land Manager:  Milton S. Hershey Medical Center
 ",PA
0.5,Point to Point,829,777,6,58,3,8,Dinky Bridge,Intermediate,3.5,"        Hiking from south to north, you can enter this trail from the Braddock Trail, which runs parallel and above for the length of the trail.  Not much in the way of roots or rocks, but after rainfall, this heavily used trail does show signs of wear and retains water running off from the hillside above.
    ",PA
1.8,Point to Point,2008,1918,150,135,3,18,Lake Trail,Intermediate,3.5,"
Land Manager:  PaDCNR - Laurel Hill State Park
 ",PA
1.7,Point to Point,1903,1426,477,7,5,12,Grandad Trail,Intermediate/Difficult,3.5,"        You can hike ""Big"" Grandad either way. 

Starting from the bottom, you drop down an embankment and cross over the creek. Start your way up, and stay left at the fork. You'll climb through some rooty sections down bottom then you'll get into some rocky areas.

Eventually, you'll cross a bridge on your right then continue upward. There are a few spots that get pretty muddy in the spring and fall that you'll encounter, so use the rocks to your advantage. At the end, there is a pretty steep climb for only 30 yards before you'll intersect with the Brushy Ridge Trail.
    ",PA
2.5,Point to Point,2040,1915,248,242,4,13,Teaberry Trail Loop,Intermediate,3.5,Watch out for rattlesnakes and scat on the trail.,PA
4.4,Point to Point,1016,936,85,106,1,13,Lowlands Trail,Easy,3.5,"There is no parking at the southern end of the trail, but there is parking at the north end. If you don't feel like doing the whole thing, 40 Maples Day Use Area offers parking a bit south of midway between the two. There are restrooms at 40 Maples and the park office/wildlife center.",PA
0.5,Point to Point,651,609,10,44,2,9,Demonstration Plots Trail,Easy,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
0.9,Point to Point,1510,1256,115,254,8,14,Glacier Ridge Alternate,Difficult,3.5,"        This alternate route is a shortcut of sorts, but what you save in distance (maybe 0.2 miles) you are subjected to in climb (~100 feet). Heading west to east, the initial climb is significant, but the eastern face of the hill gives hikers room to hike over pretty fair trail. The GRT/NCT shared section follows contours around the hill, and is a more enjoyable section than this alternate route.
    ",PA
0.9,Point to Point,1784,1439,0,345,7,15,Little Grandad Trail,Difficult,3.5,"        Start out at the intersection of Brushy Ridge Trail and head east down Little Grandad Trail. Overall, the trail is pretty tight and has bits and pieces of rocks with a bunch of drops around a foot high. The first hazard you'll encounter is where the trail used to run but now is basically a hole. Watch your footing, and stay left at the roundabout!

After that you'll get into a muddier section; stay right. On the right, you'll find rocks to carry you over the mud and then some log piles as well. Continue down the trail, enjoying some of the east coast rocks PA is known for. At the very end, there is a creek crossing so keep your head up. Once across the creek, you'll run into the bottom of the Grandad Trail.
    ",PA
4.3,Point to Point,1709,912,530,797,6,12,Barrville Rd,Easy,3.5,"        This is a quick way to get to Flat Road Trail and Old Lewistown Pike (upper end) and Pig Pile Trail (bottom end) from the Greenwood Furnace State Park. There is also a parking area in front of the cell tower near where Pig Pile Trail connects to the road.
    ",PA
3.1,Point to Point,1800,1542,361,390,5,20,No Name Trail,Intermediate,3.5,"        Access this trail from Fourth Gap Road and head east at the second intersection that you come to. You'll follow a fence for a little bit, and then continue on meandering through the beautiful scenery on a mixed tread. Enjoy the longer downhill in the middle of the trail, because right afterwards there is a very steep climb hidden on the trail. 

You'll eventually connect onto a road for a short while then cut off the road left to finish up on Mile Run Road.
    ",PA
1.2,Point to Point,858,680,207,77,4,21,Ridge Trail - White Blazes,Intermediate,3.5,"        Steep incline near the start but then evens out for a nice hike, albeit a bit of road noise from Route 33.
    ",PA
1.3,Loop,426,245,237,233,7,19,Orange Trail,Intermediate,3.5,"
Land Manager:  Chester County, PA - East Bradford Township Parks and Recreation
 ",PA
1.5,Point to Point,523,473,56,58,1,5,Red-Green Blazes,Intermediate,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
1.8,Point to Point,793,578,310,230,6,21,Red Trail,Intermediate,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
0.3,Unknown,929,815,1,115,6,16,Spur to Valley View Trail,Easy/Intermediate,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
0.9,Point to Point,961,828,40,133,4,10,Ridge Trail - Blue-White Blaze Connector,Intermediate,3.5,"
Land Manager:  Cherry Valley National Wildlife Refuge
 ",PA
9.0,Point to Point,2170,1812,730,680,3,15,Pinchot Trail North,Easy/Intermediate,3.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
1.3,Point to Point,190,95,153,97,4,8,Valley Creek Trail,Easy,3.3,"        Starting from where Gulph Road crosses Valley Creek itself, the Valley Creek Trail initially bends away from the water and passes through some woods. During this first portion of the trail, keep an eye out near where the Colonial Spring Trail branches of to the west. There are interesting ruins of what used to be a bottling company that are still mostly intact. Peeking through the trees to see the remains of the buildings is exciting for visitors of all ages. 

After passing the intersection with the Horse-Shoe Trail, continue back eastwards until reaching the creek again. Follow the creek on this essentially flat trail as in hugs the eastern flank of Mount Misery.  The short and relatively steep Wolfinger Trail heads west uphill. Soon the Valley Creek Trail ends at the Knox Covered Bridge.

Note: bikes and horses are also allowed on this trail, so a little extra caution is advised.
    ",PA
3.5,Point to Point,1402,646,769,680,8,20,River of Rocks Trail,Intermediate/Difficult,3.3,"        Follow the Red Blazes for the River of Rocks Trail. You can start on the south side of the Lookout Trail and end on the upper portion of the Lookout Trail. It's about 4 miles total that goes down the mountain and then back up it a bit. There are a lot of rocks to navigate along the way, but they are pretty small. Strollers and the like would not be able to make it.
    ",PA
8.6,Loop,537,436,341,342,2,10,Lakeside Trail,Easy/Intermediate,3.3,"        The longest single trail in Gifford Pinchot State Park, the Lakeside Trail follows along the perimeter of the man-made lake (Pinchot Lake). It's a low grade, but can be muddy from time to time. Along the way, enjoy great views of the lake.  The trail also crisscrosses over other trails throughout the park. Some portions are paved, some portions have a gravel base, but most of the trail is dirt and wooded. The trail also passes through the various day-use areas and other recreational stations throughout the park. One portion travels through the park's campground area.
    ",PA
1.6,Point to Point,1403,1365,147,127,3,17,Beaver Dam Trail,Easy,3.3,"        This trail follows the mountain laurel and rhododendron-lined north shore of Long Pine Reservoir. It passes by numerous overlooks of the reservoir and the surrounding mountains.
    ",PA
2.7,Loop,465,271,308,275,4,14,Orange Trail,Intermediate,3.3,"        The Orange Trail at Green Lane is shorter (2.7 mile) but certainly does not lack excitement with constant changes in grade and many obstacles including downed trees, countless roots, dozens of interspersed rocks, and slight turns. The trail is almost entirely under cover in the woods except for a brief road crossing. Navigation is easy and is further simplified through the use of signs and arrows as well as orange paint strokes on trees to direct you along the trail. The trail also loops right back around to the parking lot where you start. Grades were really no larger than 10% but the grade is constantly shifting which keeps you entertained the whole hike.
    ",PA
2.2,Loop,2481,2290,223,224,4,12,Chappells Field Trail,Easy,3.3,"        A loop trail that connects the Family Campground, Crist Ridge Trail, Rock-n-Ridge #1, and Sawmill. 

The loop is mostly dirt and grassy doubletrack. Look for the singletrack section that bypasses the Family Campground.
    ",PA
2.5,Point to Point,1239,1077,236,245,4,13,Maconaquah Trail,Intermediate,3.3,"        This route is one of the longer trails in Frances Slocum State Park. It travels through a mix of old fields and pine forest, intersecting stone walls along the way. The trail connects with several other short trails, including Deer Trail and Hilltop Loop Trail.
    ",PA
15.5,Point to Point,1590,966,1168,1317,3,33,AT: AMC - Delaware Valley Chapter (PA),Easy/Intermediate,3.3,"

Appalachian Trail (AT)


",PA
16.2,Point to Point,1527,1173,1728,1761,4,19,North Country Trail: Moraine State Park (Glacier Ridge Trail),Intermediate/Difficult,3.2,"        Trail access is located at the parking lot for the bike shop. This section of the NCT follows the Glacier Ridge Trail, and shares the bright blue blazes. In general, the trail is well-groomed, but there are sections of loose rock and larger rocks that slow your pace. 

Heading north/east, the trail starts by taking you over Hidden River Bridge before crossing the bike path and N. Shore Drive. Once over the road, you start the first of many climbs. Continue following the blazes over several roads, around one small pond, and past the marina on your way to the end of this section at Route 528, near the bridge crossing over Lake Arthur. 

Once you cross Route 528, you'll be presented with a 300-foot climb to the top of a ridge, which offers a nice view of Lake Arthur in fall and winter when the leaves have dropped. There are several stretches of open space as you climb which also give glimpses of the lake. The next 5 miles are similar to the first 8. You'll make 3 climbs along singletrack trail which is primarily smooth with occasional sections of loose rock. You'll recognize the end of the trail when you reach the Jennings Environmental Center and a uphill slope of flower beds. The NCT continues on to Allegheny National Forest, and all the way to the New England states, but Jennings Environmental Center marks the end of the Glacier Ridge Trail.

Note, if you head south from the bike shop parking lot, the trail continues for approximately a mile before dumping hikers out at the intersection of Burnside Road and W. Park Road. The NCT continues to McConnell's Mill State Park using Burnside Road and Johnson Road. In McConnell's Mill the NCT follows the Slippery Rock Gorge Trail.
    ",PA
10.3,Point to Point,1358,346,1274,1676,5,37,AT: Mountain Club of Maryland - North (PA),Intermediate,3.3,"

Appalachian Trail (AT)


",PA
3.0,Point to Point,459,249,246,296,3,9,Yellow Loop,Intermediate,3.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
2.9,Loop,961,833,213,212,3,10,Shaver's Creek Lake Loop,Intermediate,3.3,"        Park at the office next to the lake. 
Follow lake trail signs. You'll cross the dam and there will be some brief dirt road hiking. A woods hike up and down hills comes out at an environmental center. There is a brief hike on a boardwalk through a woodland, back to car.
    ",PA
1.1,Point to Point,1028,925,155,71,4,7,Valley Trail,Intermediate,3.3,"        Access the trail from Raccoon Park Road (west trailhead) or from the Beach Trail and beach area (east trailhead).  

Starting from the west, the trail climbs and dips along easy trail with few obstacles aside from common roots and rocks. This trail also acts as an alternative to avoid Heritage Trail or Forest Trail to reach the Raccoon Lake dam parking area.
    ",PA
0.9,Point to Point,1089,800,289,19,6,19,Trail #12,Intermediate,3.3,"        Trail #12 is the nicest trail from the lower parking lot to the fire tower. The other routes that are as direct are access roads. This trail has a few intermittent wetland areas with a few long, ground-level bridges. There is one short, steep part with a few boulders to squeeze between, but no climbing is required.
    ",PA
0.5,Point to Point,981,928,13,67,3,9,Lower Concrete Block,Intermediate/Difficult,3.3,"        Concrete Block is a singletrack trail connecting Roller Coaster and the lower section of Iron Gate. You can enter the trail from the Iron Gate side between the bridge drop and the clay pipe. 

The trail can be accessed from Roller Coaster after crossing to the west side of the Firelane Trail Extension. You'll come to a fork with a sign for the Roller Coaster trail where the roller coaster trail continues left and the concrete block trail connects on the right.
    ",PA
0.3,Point to Point,1273,1236,37,0,3,5,Purple Loop Connector #13,Intermediate,3.3,"        This connector climbs from near the Horse Stables to the southern tip of the Purple Loop. You can use the Stable Connector from behind the horse stables to access it as well; this trail is great for looping from Zig Zag #12 back to the Purple Loop.
    ",PA
3.5,Point to Point,2049,1505,74,614,4,13,Miller Fields Access Road,Easy/Intermediate,3.3,"        Miller Fields Access Road is a dirt/gravel access road used to enjoy the trails of the Little Bear area. From this trail, you can access Brushy Ridge Trail on the west side or connect to Dunwoody Access Road on the east side.
    ",PA
2.6,Point to Point,203,162,12,47,0,4,Exeter Scenic River Trail,Easy,3.3,"        The scenic 2.3-mile gravel/cinder trail is flat, wide, and well maintained. The area on either side of the trail is fairly open, but there is plenty of shade from the larger trees to escape a hot day. It runs along the north shore of the Schuylkill River with views of the water at different points. There is a small parking area at the east end of the trail off of old Gibraltar Road (20 cars). Additional parking can be found at Trout Run Sports Complex off of Neversink Road with access to roughly the midpoint of the trail.
    ",PA
26.5,Point to Point,2192,905,3089,3334,5,33,MST - Section 10,Difficult,3.3,"

Mid State Trail (MST)


",PA
5.3,Point to Point,1192,978,392,384,3,10,Harrison Hills Scouts Trail (Red Blaze),Intermediate,3.3,"        The major trails in this area are blazed, minor trails are not. The vegetation is sometimes overgrown here, especially in later summer. Most trails can be used in both directions. The section that parallels the Allegheny River is on the ridge, so be careful. 

There are plenty of parking opportunities and you can drop in on trails in numerous places. The park has running water except during the winter months.

Red blaze trail is nicer when hiking in a counter-clockwise direction, as the downhills are longer and mellower. Many other trails that connect to this one so you can string loops for a longer hike.

Mostly a mix hardwood forest, some areas of evergreens, and an occasional field.
    ",PA
4.6,Point to Point,1126,746,384,142,2,10,Raccoon Trail,Intermediate,3.3,"        Start out by taking a right off the Remington Access Road and head down to the corner and turn left. 

Enjoy some doubletrack with very gentle grade for a mile or so, and then cross over a couple of bridges and enjoy the view of the creek. Work your way up the grade to the switchback that leads you back left. The trail starts to turn into some dirt singletrack at this point. Enjoy the meandering trail as it makes way across the side of the mountain. About halfway across the mountain, the trail starts descending.
    ",PA
5.7,Point to Point,2340,2180,309,367,2,9,Cherry Run Trail,Intermediate/Difficult,3.0,"        This trail connects Little Cherry Run Trail to the main park.
    ",PA
