distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
0.5,Point to Point,5539,4905,634,0,27,74,Jump Off Canyon Waterfall Trail,Intermediate/Difficult,3.3,"        To access this trail, you'll have to make your way half-way around the Jumpoff Canyon Trail. This trail, leading up to the waterfall, is very rocky and slightly steep. You'll be working your way along the bottom of the dry creek bed for much of the last portion, which gives the trail an adventurous feel. 

Once you get to the end of the trail, you'll be surrounded by towering cliffs where birds of prey can be seen nesting among the cliff walls. In in some years, a waterfall is flowing, and you can get close enough to it to feel its spray.
    ",UT
2.8,Point to Point,6718,5909,413,809,8,16,Killian Canyon Trail,Intermediate,3.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
3.1,Point to Point,4919,4742,142,254,2,8,Bonneville Shoreline Trai: Millville Canyon to Blacksmith Fork Canyon,Easy/Intermediate,3.3,"        From the trailhead at the parking lot for Millville Canyon, go through the Deer fence gate and make a quick right (to the south) at a locked gate. Unfortunately, this gate is always locked and (although everyone is free to go and use this trail) you'll need to jump over the fence or the gate to get onto the trail. 

The trail itself drops down to where Millville Creek crosses under the road through a culvert, and you approach another gate that needs to be jumped over. Luckily, this is the last one of the trail. Once you pass the gate, the trail starts to go up and down the rolling foothills of the Bear River Range as it heads toward Blacksmith Fork Canyon.

The first couple of miles are fairly easy with not much elevation change, and then as the last mile approaches a couple of steep drops occur as the trail drops down the terraces of the Blacksmith Fork River and down to water level. Eventually, the river comes into view and then passes right by the trail (on the other side of the deer fence) which is scenic and beautiful. 

Soon after, the trail narrows down to singletrack that goes up and over some rocky parts and then drops down into a very shady section with some thick trees around it. There is a gate that is locked in the winter when the elk are calving in the Millville Face Wildlife Management Area, but it is open during the rest of the year. Go through this gate and the trail goes up and around a spring that feeds a small creek that flows into the Blacksmith Fork River (and if you take the trail that goes closest to the small fence, you can avoid a small creek crossing). The trail eventually drops back into the shaded forested area, and then crosses a small fence to get to the parking area in Blacksmith Fork Canyon.

This trail is a great, easy trail and a fun way of getting to Blacksmith Fork Canyon from other parts of the valley. It also offers great views of Cache Valley and the surrounding mountains (Gunsight Peak, the Wellsvilles, etc.) and you can often see deer along the route if you go early enough in the morning.
    ",UT
4.5,Point to Point,7404,6013,1391,1,6,20,Mormon Trail (Original Trail),Intermediate,3.3,"        The trail climbs from near Little Dell Reservoir up to Big Mountain Pass, following the path blazed by the Donner Party and followed by the Mormon pioneers. This trail is quite smooth, but gets a bit steeper as it climbs the switchbacks to the pass. It's easy-intermediate technically, but pretty strenuous aerobically.
    ",UT
9.7,Point to Point,4785,3974,1378,567,4,19,Hurrah Pass,Intermediate,3.3,"        This is a good hike for those days when you want to get out in a beautiful place, but just don't have the killer instinct for anything too demanding. You can always drive further out to start your trip to match your energy level.

The hike begins at the mouth of Kane Creek and follows the graded gravel Kane Springs road through the magnificent winding sandstone walls. In about 4-miles, the canyon begins to widen. In another 3-miles or so, the road will cross Kane Creek, bear right, and begin climbing up toward the pass. 

Whatever you do, don't continue following the creek: this route out to Highway-191 turns desperately sandy in short order.

As you continue toward the pass, on the high mesa above your left shoulder is the Anticline Overlook a 35-mile drive on dirt roads to access. Sometimes you can see people up there.

Reaching Hurrah Pass, enjoy the river view. Continue on to Chicken Corners or Lockhart Basin on worsening road, or retrace your path.

Be advised that the Kane Springs road is a popular camping area and a major thoroughfare, providing access to many biking, OHV, and rock climbing options. Hike to Hurrah Pass on a weekday or off-season if you don't want the noise, dust and fumes of dozens of passing vehicles.
    ",UT
1.6,Point to Point,4596,4246,350,0,4,6,Crater Spur Trail,Easy/Intermediate,3.3,"        The out-and-back Crater Spur Trail leaves from the western side of the Syncline Loop Trail and travels eastwards into the actual crater of the Upheaval Dome.  Follow cairns through a dry wash, leaving it only occasionally to get around large outcrops or drop offs.  The trail ends at a signpost.  From here you can go off trail to poke around in earth that was once 1000 feet underground.  You can also get up close to the jumbled pile of rock that was pushed up in the center of the crater (called a rebound peak).  

Geologists are not sure, but most think the Upheaval Dome was caused by a meteorite 500-1000 feet across hitting the earth, causing a crater and then erosion slowly reshaping the land.  Another theory is that a thick layer of salt deposited by ancient seas was  pushed up through layers of rock creating a salt bubble that eroded away over time.  The presence of shocked quartz has led most to believe the meteorite explanation.
    ",UT
7.0,Point to Point,11128,10469,896,438,4,15,Rock Creek Trail #1122,Intermediate/Difficult,3.3,"
Land Manager:  USFS - Uinta, Wasatch & Cache National Forests Office
 ",UT
1.1,Point to Point,3274,3064,210,0,4,10,Grapevine Trail,Easy,3.3,"        Grapevine Trail is a short connector trail that takes you to Church Rocks. It can be used as an out-and-back, or to close the loop with Dino Cliffs.  The trail continues beyond the connection to Church Rocks, but is sandy.
    ",UT
2.7,Point to Point,5227,4809,449,31,3,13,Murphy Wash Trail,Intermediate/Difficult,3.3,"        Murphy Wash intersects the White Rim Road before it drops down the White Rim to reach the Green River. Head northeast and follow the wide wash. The ground may be covered with a white crystalline layer as you make your way up. Following the meandering wash as it gradually narrows. You'll even come across an old abandoned building before a 6 foot dry fall that can be easily climbed on the side. The canyon narrows further with more and more boulders in your way. Reach Murphy Hogback Trail after 2.7 miles.
    ",UT
3.2,Point to Point,10543,9233,1311,136,9,23,Germania Pass via East Greeley,Intermediate,3.3,"        This trail begins at the Cecret Lake parking area or can be connected via Upper Albion Meadows Trail or Albion Basin Road. Enjoy the lush alpine meadows above Cecret Lake as the doubletrack continues into upper Albion Basin with a few steep sections.

The grade is gentle until mile 0.75 through mile 1.5, with a series of switchbacks with grades up to 20%. It levels off until mile 2, and another steep 0.5-mile climb follows. The trail climbs to just below Sugarloaf Mountain. From here, spectacular views can be seen back into Cottonwood Canyon, as well as views down into American Fork Canyon.
    ",UT
4.4,Point to Point,8579,5183,3398,120,15,42,North Holbrook Route #629,Intermediate/Difficult,3.3,"        This is a common equestrian trail up to Session's Mountain Road that follows one of the many shaved parts of the mountain made by the Kern River Pipeline.  It's also a great alternative descent after going up the center of Holbrook Canyon, especially if it's become dark. It's much less spooky to hike this ridge in the dark then the canyon below.

Near the start, don't forget to take in the view of Bountiful Temple. There are a few benches installed for this purpose, or for making your wedding proposal.
    ",UT
6.0,Point to Point,4989,4276,989,388,4,20,Stansbury Island Trail,Intermediate,3.2,"        The trail starts just east of a gun shooting area. There is a trailpost in the mouth of the drainage canyon. The singletrack trail climbs the west face of the Stansbury Island mountain to the top of the ridge. The trail is hard-packed but liberally coated with round quartzite boulders and chunks of limestone. The combination of steep grade (15%) and rocky trail will challenge you. From here, hikers will be looking west over the shallow west end of the Great Salt Lake.

The trail descends about 200 feet from the ridge, then hugs the shoulder of a horizontal band of conglomerate as it follows the canyons carved into the south face of the mountain. The canyon walls are rocky and steep, with exposed cliff areas.

After following the shoulder where the limestone and dolomite meets the conglomerate layer around two canyons, the trail splits and one branch descends back to the lake shore. Keep left to continue on the shoulder area further around the island.

The trail suddenly ends right before cliff with great views to Great Salt Lake.
    ",UT
4.2,Point to Point,8548,6033,2515,0,11,23,Spawn Creek Trail,Intermediate,3.3,"        From the trailhead you head out on doubletrack that is shared by ATVs, horses, mountain bikers, hikers, runners, and anglers. This quickly turns to singletrack as you approach Spawn Creek. Spawn Creek can be crossed through a wide shallow area, or you can follow the water's edge up to the right and cross on a narrow bridge.  

Once past the creek, the trail starts to climb as you move along Spawn Creek. The trail has some areas with loose rock, downed trees (thanks to the beavers), and small and large holes (thanks to ground squirrels. There are several areas with beaver dams and this can often lead to sections of the trail becoming boggy. It often becomes difficult to continue on the trail past a couple of miles due to lack of use and occasional flooding of the trail area, however intrepid hikers can push on to the trail's terminus at FR 252.

This area has spectacular fall colors.
    ",UT
0.5,Lollipop,9919,9899,21,22,2,10,Bristlecone Trail #32048,Easy,3.3,"        This is a very short loop, nearly an out-and-back through bristlecone pines, though they lack the drama of the ancient ones that cling to the nearly barren White Mountains east of Bishop, California. The far end of the loop reaches a wooden platform with a good view to the south. It was closed during my visit, but it looked like the repairs would be completed soon.
    ",UT
1.4,Point to Point,6151,5221,939,8,13,25,Meridian Peak South Ridge Connector,Intermediate/Difficult,3.3,Tall grass and a narrow trail means you need to watch out for snakes here. I've disturbed a rattlesnake on this trail myself recently.,UT
1.2,Point to Point,5456,4718,746,8,12,23,Deuel Creek Trail,Intermediate/Difficult,3.2,"        The trail into Deuel Creek is a fun jaunt, but it will eventually dead-end unless you love bush-whacking. Perhaps in the fall, the creek bed is easier to follow, but I found it all too overgrown to actually go up any further. If you could hike this all the way up, you would end up at the north end of Session's Mountain Road, which is also the south end of Sky-line drive. Look for the swing that someone has setup on a tree.
    ",UT
1.5,Point to Point,9401,8673,729,0,9,19,Upper Albion Meadows Trail,Intermediate,3.3,"        This trail begins from the Albion Base Area parking lot. From the lot, it ascends over 700ft to the Albion Basin campground. The grades are moderate with only a few steeper sections at the beginning of the trail.  It intersects with Germania Pass via East Greeley trail at mile 0.95. The trail ends higher up on Albion Basin Road.
    ",UT
1.9,Point to Point,7263,6723,6,544,6,17,Telephone Canyon Trail,Intermediate/Difficult,3.3,"        The Telephone Canyon Trail provides a shortcut between Potato Hollow and Cabin Springs. It traverses a burn area and does not really go through a canyon (it is ambitious to call it such anywhere and downright insulting to use that term given the real canyons in the area). 

It may be a good alternative option when there is snow on the rim as this stretch is quite exposed due to the burn and likely to melt earlier. 

Camping is in designated sites only.
    ",UT
2.1,Point to Point,6488,5775,716,2,6,19,Willow Creek GWT,Intermediate,3.3,"        From the split from the Right Hand Fork Trail, the Willow Creek Trail starts to ascend and quickly comes to an unlocked (but chained) gate. After passing this gate, the trail continues to ascend and crosses a dry creek and goes in and out of the forest as it goes toward the head of the Willow Creek drainage.

Eventually, the trail switches back to cross another small, ephemeral creek drainage gaining elevation above Willow Creek on this small switchback. From this point, the trail still parallels the creek from above, on the hillside. Soon after this switchback the trail passes an interesting, large rock that sits on the right-hand side of the trail. 

From this point, the trail continues along the hillside until it eventually drops back closer to the creek. About a mile from the start of the trail (where it broke off of the Right Hand Fork Logan River Trail) the trail passes a junction that crosses the creek and goes over to the Ephraim's Cutoff Trail. 

Continue on the main trail to the left as it goes through a small aspen forest. The trail continues on to the Northeast, heading toward the springs at the head of the Willow Creek drainage. The incline is constant but is pleasant and easily navigable until the trail eventually ends at the Temple Fork Road FR007.
    ",UT
1.2,Point to Point,4915,4791,161,155,5,17,River Trail,Intermediate,3.3,"
Land Manager:  NPS - Dinosaur National Monument
 ",UT
0.1,Point to Point,4226,4219,9,5,2,2,Pinto-Corona Connector,Easy/Intermediate,3.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
6.1,Point to Point,6392,4234,2184,27,7,32,Farmington Creek Trail,Intermediate,3.0,Don't attempt to drive into the canyon during winter unless you're super confident in your vehicle and have chains.,UT
3.1,Point to Point,4869,4602,298,59,2,9,Dry Creek Trail,Intermediate,3.0,"        This can make a fun loop when connected with the main Dimple Dell Trail as you get to experience both sides of the park! Hiking west to east, the trail is a slight uphill, but nothing too strenuous.
    ",UT
8.2,Point to Point,5039,4022,1271,254,4,18,Poison Spider Trail,Intermediate/Difficult,3.0,"        Poison Spider is seemingly on everyone's bucket list, but it's not for everyone.  It's not too difficult, but the deep sand makes the miles feel long. This trail is very popular with Jeeps, so avoid Jeep Jamboree weekends especially (weekdays are pretty empty). However, there's a lot of fun slickrock, and the scenery is just incredible.

From the parking lot (first take a look at the dinosaur tracks on the east end), start up the dirt road, which is impassible for normal cars but popular with Jeeps. It's not overly steep or technical, though near the top there's a short section with lots of large, loose rocks.

Once you reach the plateau in about two miles, the trail becomes much less steep but there are now many ledges and long sandy spots over the next mile.  The edge of the trail, the path continues to widen, and is over 50' wide in places!

After the sand pits, the slickrock fun begins.  You hike and up and down many domes, generally trending uphill.  There are several ledges that are high steps down.  After about 3.5 miles, you are now high on the plateau and the scenery gets awesome.  Rock fin formations, the city of Moab, and the La Sal mountains spread out before you.

At mile 5.5 there is a 100 yard trail to view ""Little Arch"".  This is a popular place to turn around if you're getting tired, though the trail is actually better from here to the end, so stick with it if you have the energy!

When you hit the fork in the road that says ""PS"" and has arrows pointing in both directions, go RIGHT.  The left option is for Jeeps doing a loop.

The final couple of miles have quite a bit of climbing up steep slickrock.  It's amazing what you can stick to though; you'll be on top soon.  It's a really fun section.

At trail's end, you hit the Portal trail at the edge of the plateau.  You now have three options:
Turn around and return the way you came (which is how this trail is mapped).Turn left and loop around the Golden Spike, which reunites with Poison Spider about halfway back.Turn right and descend the treacherous Portal trail.  Recommended for experts only.
",UT
4.5,Point to Point,8666,5201,3464,307,16,36,Slide Canyon Trail #062,Intermediate/Difficult,3.0,"        Be ready for a steady climb if taking this trail from the Y Trailhead. The first part of Slide Canyon Trail is a very popular route as it is the primary trail that the local hikers use to access the ""Y"" monument on the hillside above town. 

At the top of the ""Y"", the trail changes to a narrow singletrack that will continue on through varied terrain. At just over 3 miles, the trail connects to the Slate Canyon Trail #061. The trail then continues on to its endpoint at Squaw Peak Road.
    ",UT
2.2,Point to Point,6514,5540,974,0,8,23,Maughan Hollow,Intermediate,3.0,"        Access to this trail can be found at the parking area at the end of FR81, past Camp Lomia. For the first portion of this trail, hikers will follow the Right Hand Fork Logan River Trail. After the trail leaves the Right Hand Fork Logan River Trail, it starts following an intermittent stream that runs strongly in the spring but often dries up by the summer after the snow melts. The trail slowly winds up, following the creek bed for a little bit over a mile, and the visible terrain slowly opens up to sprawling meadows and hills. The trail eventually heads up toward a saddle and meets up with the Little Cottonwood Trail, where you can get great views of surrounding areas, including parts of the northern Bear River Range.

This trail is great on its own as an out-and-back or it can be combined with the Little Cottonwood Trail to create an excellent loop.
    ",UT
0.3,Point to Point,6160,6114,46,32,4,7,Aztec Butte Trail Side Loop,Intermediate,3.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
0.5,Point to Point,6781,6660,53,121,6,15,McPolin,Easy,3.0,"        This is a family friendly trail designed to introduce children (and others new to nature) to native plants and animals, Native American life and the farming history of the area.  This trail was completed in 2012 and parts of the new trail were resurrected from an old Park City High School cross-country trail that had been out of use for years. 

Park off Road 224, head under the underpass, pass the barn and take the Farm Trail west to its intersection with the McPolin Trail.  This trail runs through the woods behind the famous Park City landmark, the McPolin/Osguthorpe White Barn.  This farmland was first homesteaded in 1886 and the barn was built in 1908 from recycled timber salvaged from an old mine tailings mill.  This huge 7468 square foot barn was made without using nails and the 1500 square foot milking barn was added in the 1950's.  The farmland and barn were purchased by the citizens of Park City in 1990 to conserve the open space and history of this area.
    ",UT
29.2,Point to Point,10123,6573,7124,4522,8,30,Summit Trail,Intermediate,3.0,"        The trailhead is located next to a small camping area and a seasonal creek. We were there the weekend after Labor Day and there wasn't anyone camping there. There is no water at the trailhead, make sure you bring plenty for the hike. We saw a huge mule deer buck and cows along the trail and also signs of a mountain lion (two mule deer carcasses around mile 5), be advised to keep children and dogs close. 

The trail is well marked, but has a LOT of rocks, hiking poles are recommended. There are many places along the trail to camp.

The trail makes a slow and steady climb up from the parking area through the forest, with limited views the first two miles and is fairly well shaded. 

Just past the second mile, the trail runs along a ridge with very nice views to the north and west of the surrounding area. From here until about mile eight, you'll be hiking mostly in the sun. 

At mile three, you leave the views behind and pass through a large meadow and cross a small seasonal creek. The trail continues the steady climb until around mile six with occasional views to the north and west. The trail steepens slightly here and continues another mile and you start to see views to the east and down into Leeds/Hurricane area of Utah. 

The trail continues to climb into the forest along the ridge with views mostly to the west, until mile 16, with a small descent around mile 10. You can catch views of Pine Valley and Gardner Peaks to the west.

The trail then continues to climb up through very rocky areas, then across several meadows, crossing a small stream (Further Water) until you you reach the branch ""trail"" for Signal Peak. The views up there are nice, but trees and terrain block a lot of the view.

The return trip can be made via the Pine Valley Trail or Oak Grove Trail (currently closed).
    ",UT
1.8,Point to Point,7681,5810,0,1871,20,39,Thaynes Canyon Trail,Intermediate/Difficult,3.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
2.0,Point to Point,5068,4703,454,156,6,22,BST: Green Canyon to Logan,Easy,3.0,"        This is a mellow gravel trail between first dam and Green Canyon. Starting from the first dam, the trail switchbacks up a large hill and then eventually levels. Due to its open nature, there are great views of Logan along this trail, but the trail has little shade on a hot day. 

From this trail, you can continue up to the green canyon trails or head north on the Bonneville Trail.

This trail is part of the Bonneville Lake Shoreline Trails.
    ",UT
1.1,Point to Point,8048,7488,0,560,10,19,Swamp Canyon Connecting Trail,Intermediate,3.0,"        From the left side of the Swamp Canyon overlook pullout (about 5 miles south of the visitor center), join the marked Swamp Canyon Connecting Trail when it branches from the Sheep Creek Connecting Trail.  

After the right-hand turn onto the Swamp Canyon Connecting Trail, you'll be heading south before immediately dropping below the canyon rim. Thread between high stone towers in a forested valley.  The grade eases as you approach the canyon floor. This trail ends at a junction with the Under-the-Rim Trail very near the Right Fork Swamp Canyon backcountry campsite. From here, Swamp Canyon Butte is visible to the south.

If you're planning to make a loop that combines Sheep Creek Connecting Trail, Under-the-Rim Trail and the Swamp Canyon Connecting Trail, the preferred direction is clockwise.
    ",UT
1.5,Point to Point,6482,5768,715,0,9,27,Big Spring Hollow Trail,Easy,3.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
2.7,Point to Point,10364,8541,1823,0,13,28,Collins Gulch Road,Difficult,3.0,"        Access this service road/trail from the Wildcat Base parking lot.  The road is moderate to steep, passing through beautiful meadows in a hanging valley, and it connects to the top of Germania Pass via East Greeley.

The first mile and a half climbs steeply up the ski slope, with grades between 10-20%, climbing from 8500 feet to 9500 feet. The wide service road is adequately maintained to hike these grades.  The next mile after this levels off relatively, before increasing again in grade to reach the top of Germania Pass.

Beautiful views of the top of Little Cottonwood Canyon and the surrounding peaks and valleys can be seen from this climb.
    ",UT
4.0,Point to Point,6917,6388,144,672,4,10,Connector Trail,Intermediate,3.0,"        Though not a destination in and of itself, Connector Trail provides useful connection between Hop Valley Trail and Wildcat Canyon Trail. Of course, like most of Zion, this trail is still very beautiful.
    ",UT
1.1,Point to Point,6702,5182,1520,0,27,50,Grandeur Peak - West Face Alternate Route,Intermediate/Difficult,3.0,"        A nice alternative to climbing straight up the exposed ridgeline, this trail takes you along the bottom of a deep ravine.  There's a stream during the winter and spring, but it's hard to find because the undergrowth and trees are so thick at the base of the ravine. The trail eventually breaks from the ravine and makes its way to a ridge which it follows until it joins up with the main trail to Grandeur Peak.
    ",UT
0.6,Loop,5085,5066,25,25,2,3,Pothole Point Trail,Easy,3.0,"        Parking is available right at the trailhead. I suggest doing the loop clockwise, but either way would be fine. 

The route runs mostly over flat slabs of rock, with some dusty areas at the beginning (and end). This is a short and simple trail. Make sure to follow the cairns (stacks of rocks). Those are the trail markers. Please don't wander into the dusty areas that have a black cryptobiotic crust on top as it is alive. It's easily damaged by foot traffic and is an important part of the local ecosystem. 

The first 50 or so feet of the trail you are ascending (very slightly). As you get up on the flat slabs that make up most of the trail, you can see The Needles area off to your left. You can also see lots of the soil crust off to your left as well. You'll see where people have walked out in it and damaged it. The damage almost makes it look like trails have been made. The trail DOES NOT go through the soil crust toward The Needles. 

As you continue on the trail (turning right as you round a large rock outcropping), you get great views of the western side of the park in the distance and can see some really unique valleys and rock formations nearby. You'll also notice some cool sandstone rocks that almost look like modern art sculptures to your right. The whole time you are on the slab rock portion of the trail, you can see why they call the trail Potholes. If it's rained recently, these potholes in the rock may still have some water in them. Like the soil crust, these little water reservoirs are an important part of the ecosystem. Enjoy!
    ",UT
0.9,Point to Point,5972,4931,1041,0,21,43,Barnard Canyon,Intermediate/Difficult,3.0,"        Steep local in and out hike with water the whole way. Terminates at a semi-visible cascade.
    ",UT
1.4,Point to Point,5792,5623,170,36,3,8,Red Canyon Trail,Easy/Intermediate,3.0,"        From the Red Canyon Trail Parking Area, the trail follows an old road to the southwest up a very gentle slope, where the sandy soil supports somewhat monotonous vegetation. After just over half a mile, the trail tops a low ridge and turns to the northwest. From this high point, a good view back to the northeast includes Mt. Ellen, fronted by the Mancos Shale of Wildcat Mesa. The grade continues to be very modest as the old road goes up the ridge, leveling out at the top, where it turns to the southwest, and then back to the north. The huge amphitheater that is at the head of Red Canyon looms to the west, while incised gullies fade off to the south in the Entrada Sandstone. 

Further on, the trail, still following the roadbed, begins to descend moderately to the north and then a little more steeply when it swings to the west. At the bottom of the dugway, it directly crosses the Red Canyon wash and ends where it re-enters the drainage at a big cottonwood tree. If you are continuing in the wash, this is a good place to note for the return trip; usually, it is marked by a cairn, as well.

See Red Canyon for details regarding the trek up Red Canyon wash. 

This content was contributed by author Rick Stinchfield. For a comprehensive hiking guide to Capitol Reef National Park and to see more by Rick, click here.
    ",UT
2.0,Point to Point,5068,4801,288,249,5,25,Desert Voices Trail,Intermediate,3.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
7.5,Point to Point,6224,5801,158,567,2,5,Jeremy Ranch Road,Easy,3.0,"        For a good loop option, start out at the East Canyon trailhead and head down the dirt Jeremy Ranch Road for several miles to the Mormon Trail Trailhead. Then climb up to the Great Western Trail (GWT): Sheep Trail, which is a less popular version of the Crest Trail. At the end, Sheep Trail turns into doubletrack before you turn left back onto singletrack on The Upper Avenues for the descent through the Jeremy Ranch area back to the trailhead.
    ",UT
3.9,Point to Point,6175,4808,1367,731,10,29,Pioneer Trail (North Ogden Canyon),Intermediate/Difficult,3.0,"        This trail starts at the Pioneer Trailhead at 2750 N Mtn Road and  goes up the bottom of North Ogden Canyon up to North Ogden Divide and down to Eden at 2900 E 3350 N. It is great for getting down to North Ogden or Eden from hiking the Skyline Trail.  

The west side from the divide goes down singletrack through the trees for about the first mile. Keep your eye out as you descend, as there are roots and rocks that are hidden by the grass at the edges of the trail. There is one bridge to cross and a few switchbacks.  

The trail then follows the dirt road that has a lot of loose rock in spots to the trailhead at the east end of 2750 North. It crosses the North Ogden Canyon - BST Connector, which can be taken north to the North Ogden Canyon Road or south to the Bonneville Shoreline to Coldwater Canyon - North Ogden.   

Keep your eyes open for rattlesnakes on the dirt road section on the west side. They have been seen warming up on that road.
    ",UT
7.1,Point to Point,7434,6171,0,1262,3,14,Lower Indian Creek Trail (021),Intermediate,3.0,"        Lower Indian Creek Trail (021) is a multi-use trail that begins off of Forest Road 104 on a triangular hillside between two drainages. 

From the trailhead, follow the sandy track down a half mile to a stream crossing near Indian Creek. This steady descent is the steepest one on the entire trail.

As you follow along the banks of Indian Creek, the trail soon begins to curve tightly back and fourth through the vegetation that fills the bottom of the canyon. The result is a delightful creek-side scene beneath dappled shade. As you enjoy the sights, notice that the slope of Shay Mountain is much dryer than the opposite slope to your right.

Around four miles in, the lush vegetation gives way to clumps of sagebrush as the trail heads toward the Manti-La Sal National Forest boundary. The trail continues through BLM land along a road until it reaches State Route 211 near Newspaper Rock State Historic Monument.
    ",UT
6.7,Point to Point,5459,5211,431,183,2,11,Escalante River: Little Death Hollow to Highway 12,Intermediate/Difficult,3.0,"        The Escalante riverbed is sandy, wide, and shallow and the valley is enclosed by Navajo sandstone. I've edited my GPS track to more closely follow the actual trail but, in practice, you'll probably zigzag across the riverbed as things catch your eye. Don't be surprised if you develop a preference for the south side where the most interesting features are. 

Look for the Escalante Natural Bridge along the way, as well as an Anasazi cliff dwelling slightly west of the bridge, which include petroglyphs, and a crescent shaped Escalante Natural Arch another 0.4 miles further west. This hike is ideal in the fall, e.g. early October, when yellow leaves are framed by enormous varnished sandstone walls.
    ",UT
2.8,Point to Point,7924,5266,2658,0,18,50,Hidden Oak Trail,Intermediate/Difficult,3.0,"        Park at the pavilion above the reservoir, or the gravel parking in the middle of the campground. The trail starts at the upper end of the campground road. After just a hundred feet or so is an intersection; the official trail goes left (down then upstream), although going straight also goes the same general direction. Go straight through the junction a quarter mile later. 

At the one mile mark, there is a grotto of sorts beneath large rocks; rest here because the steepest climb is ahead. The trail then leaves the canyon floor to the left up a very steep staired switchback. Eventually, the trail returns to the canyon floor. The trail continues upstream to a saddle at the top of the canyon. Here, there is a great view up Spanish Fork Canyon. 

From here, a faint trail continues to the right (south) over another saddle to Water Canyon, which can eventually connect all the way to Santaquin Peak and the Nebo Loop.
    ",UT
3.6,Point to Point,4731,4222,528,31,3,37,Butler Canyon Trail,Intermediate,3.0,"        This route is one of the day-tripping opportunities between Hite and Hanksville. The rich riparian growth makes this trail occasionally very challenging throughout the first half. 

To get started, park near UT 95 and follow the remnants of a doubletrack road for about 600 feet until you reach the canyon wash. There is usually very little or no water in Butler Canyon, which leaves a lot of sand and makes hiking moderately strenuous throughout the entire trail. Tall grasses and willow thickets will equally slow you down. 

After 1.2 miles, you'll reach a pour-off that you need to bypass on the right. Climb onto the scaling ledges early on to get to higher ground. Keep right afterwards when a major side canyon opens on the left. The thickets can be nearly impenetrable here. After about 1.7 miles, Butler Canyon assumes the more typical character of a desert canyon, which makes navigating the route a lot easier. Use the slickrock to get around most of the sand.

Two more side canyons open up on the left, but stay to the right. At the last fork, Butler Canyon continues on the left. Follow the right fork and you'll reach an alcove after 500 feet. Right before the alcove, there is a barely noticeable path up a very rocky slope. Carefully ascend the slope to gain the ridge where panoramas of the Henry Mountains await you.
    ",UT
5.7,Point to Point,5349,5010,660,638,4,24,BST: Flight Park to Mike Weir,Intermediate,3.0,"        The northern end of this trail starts at the Coyote Hollow Trailhead behind the temple in Draper.   Follow it up into Corner Canyon, and make the first right.  Continue on this trail for about 3/4 of a mile where the trail splits.  If you continue left, you end up on Potato Hill Trail so you'll want to veer right.  

Stay on this trail for another mile or so where it crosses a road.  Eventually, you'll end up at another trail junction where you'll want to veer left and continue through a large tunnel underneath a road.  From here, the trail will eventually cross another neighborhood road and intersect with Ann's Trail. Make a right, and then follow the trail until it ends at the Flight Park State Recreation Area.  Alternatively, you can do this trail in reverse.

BST = Bonneville Shoreline Trail
    ",UT
6.0,Point to Point,4082,3475,757,162,3,11,Goulds Rim Trail,Intermediate,3.0,"        The Goulds Rim trail is an out-and back trail, but can be combined with the JEM Trail and the Hurricane Rim Trail to make a 20+ mile loop. The Goulds Rim trail is about 70% buff and narrow singletrack. The remainder is doubletrack. It's mostly a gradual climb up, and a fun twisty downhill on the way back.  As with all of the trails in the Hurricane, Utah area, there are great vistas in almost every direction.  You're at the doorstep of Zion National Park.

From Hurricane City, go south on US-59 up the hill above town for almost a mile.  Watch for the Hurricane Rim trailhead on your left.  The parking area shares space with cell phone towers.  Starting from the Hurricane Rim trailhead, you'll backtrack down the highway for about 1000 feet.  Be careful on the highway because the shoulder is very narrow.  Turn onto the doubletrack on your left and climb about two miles and then watch for the singletrack to branch off on the right as you reach the top of the hill.

Once on the singletrack you'll cross a few doubletracks, but the trail is obvious on the other side and often marked by signs.  At about 3 miles you'll see a corral on your left, continue past the corral on its south side and look for the brown trail sign leading you back into the singletrack going east.
    ",UT
1.8,Point to Point,4220,4215,10,11,0,1,Buffalo Ranch #13.4,Easy,3.0,"        Buffalo Ranch Trail is mostly through a neighborhood, along people's backyards and under power lines.
    ",UT
