distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
0.7,Point to Point,7462,6961,508,11,15,39,Vermillion Castle Trail,Intermediate/Difficult,4.0,"        From the signed parking, the trail starts off with a determined climb before leveling off along a large, rocky edge. It passes pillars of composite rocks, bright yellow hoodoos, and the deep reds that are the Vermillion Castle. Views along the canyon are extensive at the end.
    ",UT
3.1,Point to Point,5610,5130,172,651,5,16,Coney Island,Intermediate/Difficult,4.0,"        This was one of the original trails in this area. It is now an important connecting route between the Big Lonely / Chisholm Trail and the Navajo Rocks areas. 

The top of this trail (west end) follows along an old jeep route for about a half-mile before it turns to singletrack. At this point the trail takes on the familiar characteristics of others in the area; a twisting route over a mix of hard-pack, rock and some sandy sections. This trail does have a little more sand than others but it is never for very far, just be mindful of the soft corners. 

There are a few sets of rugged switchbacks over a couple ridges that can be a challenge. 

As with most all of the other trails in this area the views of the surrounding geology are spectacular, this trail however is rugged enough you'll surely want to keep an eye on it.
    ",UT
0.6,Point to Point,5181,4846,0,335,11,24,Deuel Creek Trail South,Intermediate,4.0,"
Land Manager:  USFS - Uinta, Wasatch & Cache National Forests Office
 ",UT
1.2,Point to Point,6200,5472,727,0,11,29,Deuel Creek Trail Extension,Difficult,4.0,"        Trail stays in canyon bottom and is shady and cool even on hot summer afternoons. Log bridges at creek crossings. Several small campsites. Beautiful waterfall at about mile 2.1. Some steep sections. Beware of poison ivy.
    ",UT
3.2,Point to Point,6519,5617,912,9,5,37,Spring Creek Route,Intermediate/Difficult,4.0,"Parking is free, no permit necessary.",UT
3.2,Point to Point,5608,5363,303,69,2,16,Big Lonely,Intermediate,4.0,"        When used in conjunction with connecting trails, the Big Lonely becomes a section of the greater Navajo Rocks Chaco Loop, an alternate route to the 7-Up Trail or part of the route joining the Navajo Rocks to Horsethief areas via the Chisholm Trail.

The trail itself is a short, intermediate skill level ride. Starting at its junction with the Big Mesa Trail, the trail quickly climbs up into the pinions mixed with slickrock patches. A huge expanse of slickrock on the north-facing slope is a fun distraction from the climb, just be mindful of the edge. 

The trail across the slickrock here isn’t always slick - it’s rather rough and somewhat of a challenge in places. Once on top, the trail becomes a spinning but fast ride to and across UT313 and another half mile until it ends at the Coney Island Trail.
    ",UT
0.8,Point to Point,5647,5532,35,115,4,10,Wildcat,Intermediate,4.0,"        Wildcat starts at the Mustang and is a fun trail that stays higher up along a ridge for almost a mile where it joins a new singletrack section of the 7-Up trail. It can be used with Hildalgo to create a loop or the 7-Up to get over to the Mag 7 trailhead. 

The trails in this system reflect the rugged and challenging terrain they are built within. Tight corners, constant grade changes, are present. Surfaces vary from hard pack to slickrock to a bit of sand as the trails wind their way through pinion pines and rock canyons, all the while delivering unparalleled views of the majestic Moab area.
    ",UT
0.4,Point to Point,3309,3215,23,94,6,12,Bracken Connector,Difficult,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
1.7,Point to Point,5264,5052,215,3,2,11,Pugh Canyon,Easy/Intermediate,4.0,"        This trail begins at the end of a paved residential road. You start heading east up a canyon, with red cliffs on both sides. There is a creekbed that runs alongside much of the trail. The farther you go up the canyon, the more vegetation you start to see. 

The trail narrows at the end, and it becomes a little difficult to follow, but if you stay next to the creek at the very, very end, you'll make it to the waterfall. It is a nice 35-foot drop. 

When I went, there was a bit of a flow coming down, and it was neat to see.
    ",UT
10.6,Point to Point,6344,5554,837,57,2,16,The Gulch (Upper),Intermediate,4.0,"        This trail explores The Gulch north of Burr Trail Road. It starts to follow the wash along boot-worn paths on benches to the left and right. Throughout the second half of the trail, you'll mostly navigate through the streambed. The trail is very scenic with impressive canyon walls throughout. 

From the parking lot, take the sandy path north and cross Long Canyon. There is a cow fence right on the other side. Stay on the east bench of the wash. After about 0.5 miles, Steep Creek enters on the left. You'll have to cross the wash before that and then jump across the creek. From this point on, the trail regularly crosses the wash, and it's not always easy to find the trail on the other side. You can also work your way through the streambed until you find the next section of the trail. The canyon narrows a bit further upstream offering a little shade on a hot day.

At 1.3 miles, you reach a pour-off that you can bypass on the left via a narrow sandy path up to a bushy bench with an old wire fence. The canyon widens after that. After a little over 4 miles, Water Canyon joins on the left. Depending on the season, there may not be water in The Gulch beyond that.

The going from here is easy and pleasant. Two major side canyons open on the right at 6 miles and 7 miles. At 8.2 miles, a prominent side canyon joins on the left – this is the access to Lamanite Arch. Keep following the wash to remain in The Gulch. After this point, the canyon becomes continually wider. While you could continue up the wash all the way into the Boulder Mountains, most people stop where the boot trail disappears near the 8.8 mile mark. With relative ease, those who wish to continue (or have pre-planned a shuttle) can follow this wash slightly farther to its intersection with BLM Road 126 (as mapped).
    ",UT
3.0,Point to Point,8202,7479,195,864,7,15,Jenni's Trail,Intermediate,4.0,"        Jenni's can be traveled in either direction.  To do it in the downhill direction: pick up the well-signed Jenni's trail to the right, just past the top of the Town Lift.  Duck into the trees to start this gentle downhill on wide, smooth switchbacks that cross numerous ski runs.  The grade is very gradual and pleasant.  Enjoy the abundant wildflowers and shady aspen groves, but keep a sharp lookout... this is a multi-use trail popular with ascending/descending hikers and bikers.  

Partway down Jenni's Trail, a turnoff for Loose Moose will allow you to cut off distance and join Crescent Mine Grade (CMG) lower down on the mountain.  To complete Jenni's trail in its entirety, ignore Loose Moose and keep going until the 4-way intersection with Crescent Mine Grade (CMG) and Lower Jenni's Trail.
    ",UT
0.6,Point to Point,5460,5325,58,157,7,15,Escalante Cross Trail,Intermediate,4.0,"        The cross was erected in 1976 to commemorate the 1776 expedition of Fathers Dominguez and Escalante from New Mexico, the first white men to enter Utah Valley at this point.

Start by following the Hidden Oak Trail from the Spanish Fork Campground for the first quarter mile (watch for the bench). Turn left; the trail goes northeast where it climbs out of the canyon onto a ridge. Follow the ridge down to the cross.
    ",UT
7.5,Point to Point,4367,4182,388,450,2,26,White House Trail,Intermediate,3.8,"Even though you're hiking in a river, don't expect to find drinkable water. ""Paria"" is Piaute for muddy water.",UT
1.9,Point to Point,5793,5456,182,401,6,18,BST: Z Trail to Tolcats Canyon,Intermediate,3.7,"
Land Manager:  Bonneville Shoreline Trail Coalition
 ",UT
8.6,Loop,6113,5538,1107,1111,5,17,Soldier Hollow Loop,Intermediate,4.0,"        The Soldier Hollow Trails wind through the rolling hills west of Heber. Although there isn't a lot of elevation gain, the route has plenty of steep climbs and descents. 

Soldier Hollow doesn't have an official naming system, the trails follow the ski tracks and cuts between them. It's really up to you to choose your own route.

Watch out for mountain bikers on the trail, and if there is a race on, best to stay off them all together.
    ",UT
1.0,Point to Point,5419,4753,667,19,13,30,Yellow Rock Trail,Difficult,4.0,"        The old horse trail that goes up this route is so eroded that this has essentially become a steep, off-trail adventure, which requires some scrabbling and route-finding skills. However, it is well-known and commonly traveled. A few cairns help indicate the right route.

The hike starts from an unmarked parking area on Cottonwood Canyon Road, about 14 miles north of US 89. Yellow Rock cannot be seen from the road, so the easiest way to know where to start is to go to the Hackberry Canyon parking area, which does have a sign, and then drive back (south) 0.2 miles, just past a dirt road that heads off to the east. 

The trail/route goes up a short, steep canyon directly across from the parking spot. To reach it, find a trail of use through the brush and cross Cottonwood Creek. Much of the year, the creek is a shallow stream that you have to wade across, but it is usually dry in the summer.  

Shortly after you start up the canyon, you should see an eroded trail climbing steeply up a ravine to the right. The way up is not too difficult to follow, but try to remember exactly how you climb, because it is easier to take the wrong way when coming back down. When you reach a high point where you can see Yellow Rock, go a little to the left and then follow a very shallow canyon. Once you are on the rock, you can go anyway that you want. The south side has more colors and textures.

The broad, flat summit has sweeping views in all directions. There are other colorful rocks in the area, including  a summit rock to the southwest that looks like a castle.
    ",UT
2.2,Point to Point,9968,8771,1197,973,19,49,Cardiff Pass Trail,Intermediate/Difficult,3.8,"        The beginning of this trail actually starts on a paved road past some residences but pretty quickly turns into a pretty rough, rocky dirt road that climbs quickly toward Cardiff Pass. The road appears to be an abandoned mining road with all of the loose rock that covers it in places, but in many places the trail is pretty decent. As the trail gets higher, it gets somewhat steeper (after about 3/4 mile) until it comes out into a small, pretty meadow where the trail more or less levels out briefly, and then starts to ascend steeply again. The last few yards are a sort of scramble as the trail crosses over some rock before reaching Cardiff Pass. From Cardiff Pass, the Mt. Superior Trail can be taken to Mount Superior and Monte Cristo, two great peaks along the Cottonwood Ridgeline. 

Another option from Cardiff Pass is to cross over the ridge and descend down into Mill D South. This is a similarly steep and rocky trail, but appears to be less frequently used as the trail can be hard to follow at times. However, the views all around in this beautiful canyon make up for the confusion. The trail generally trends to the west and above the natural drainage in the canyon but crosses a few of the ephemeral streams on its way down. 

About 3/4 of a mile down, the trail descends down close to the main drainage and follows it for a short distance until it meets up with an old mining road and then follows that road down until it passes by an old mining site and meets up with the main Mill D South Fork Road.
    ",UT
3.0,Point to Point,5610,4563,20,1066,7,33,Fence Canyon - Escalante River Confluence,Intermediate,4.0,"
Land Manager:  BLM Utah - Grand Staircase Escalante National Monument
 ",UT
0.8,Point to Point,6062,5991,38,73,3,9,Mamie Creek Natural Bridge Trail,Difficult,4.0,"        From the main Boulder Mail Trail, follow Mamie Creek about 0.8 miles until you get to the Mamie Creek Natural Bridge. Near the start, stay high about the south side of the creek, which cliffs out for a short section. After that, just stay in the creek bed until you hit the bridge - which you can't miss since the creek runs through it!
    ",UT
3.5,Point to Point,5035,4654,229,544,4,21,Cobra Arch,Intermediate,4.0,"
Land Manager:  BLM Utah - Kanab Field Office
 ",UT
5.2,Point to Point,4019,3628,118,437,2,12,Wiregrass Canyon,Intermediate/Difficult,4.0,"        Wiregrass Canyon is one of many side canyons that drain into Lake Powell on the Colorado River. This hike winds its way along a desert wash. The first mile of canyon provides a range of scenery, as the path first follows the sandy bottom and then climbs up to a viewpoint. Below, the canyon narrows into a steep, narrow slot. Rock cairns mark a path around the slot so you can continue hiking on the other side.

This can make a good turn around point, but keep walking and you'll pass through some natural bridges, see balanced rocks, and find little nooks and crannies to explore on the trek to the lake. The canyon walls provide a fascinating glimpse into the geological history of the area. The rock is eroded in intricate patterns that will have you guessing at what forces created such interesting works of art.

The closer you get to the lakeshore, the more mud you'll encounter. Be prepared to go barefoot or lose your shoes in the deep, thick mud! The end of the canyon can also get very brushy and nearly impossible to get through. But if the conditions are right and you have enough determination, you'll end up at the marshy lakeshore where you'll see nothing but sparkling blue water, tons of birds and scraggly marsh plants. This is no swimming beach, but there is a place to sit on the rock and enjoy some peace and quiet before returning the way you came. - Contributed by Jessica Beauchemin, Outdoor Project
    ",UT
2.5,Point to Point,5803,5583,104,225,3,16,Jailhouse Rock/Temple Rock Trail,Easy/Intermediate,3.8,"        A short hike to the overlook for Jailhouse Rock winds gently down an old road. Beyond the overlook, the road descends steeply through wildly eroded rock and then disappears on the valley floor. Eventually, visitors will pick up a lightly used hiker-made trail that passes just north of Jailhouse Rock and continues on to the top of an eroding volcanic dike and beyond to a viewpoint close to Temple Rock. 

Comprised of Entrada Sandstone bases covered by more resistant Curtis Formation caprock, both Jailhouse Rock and Temple Rock are superb examples of how such a simple difference in a rock's susceptibility to weathering can drive the formation of such dramatically stunning monoliths in the middle of the Utah desert. While the faint path continues into the desert, the real stars of the hike are Temple Rock and Jailhouse Rocks. 

You can continue further, but it won't much enhance your journey. Once you've gone as far as you'd like, simply turn around and return the way that you came. 

This content was contributed by author Rick Stinchfield. For a comprehensive hiking guide to Capitol Reef National Park and to see more by Rick, click here.
    ",UT
16.3,Point to Point,6164,4581,628,2183,3,63,Fish Canyon,Difficult,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
1.0,Point to Point,11344,10951,550,232,14,58,American Fork Twin Peaks Summit Trail,Difficult,4.0,"        After the Forest Service Road 193 - North road ends, this singletrack begins to climb steeply up the ridge towards a small, unnamed peak just south of American Fork Twin Peaks. After gaining this peak, the trail becomes a beautiful ridge hike on a shattered quartzite trail that can be somewhat hard to follow at times, but the ridge is easy enough to follow and it doesn't make much difference whether you're hiking on the trail or cross country. 

At this point, you can finally see the Twin Peaks, and they are not rugged but still majestic in their own way. The trail drops down to a saddle before making the final push to the eastern summit. From the eastern summit, you can finally really see the Cottonwood ridge and down into Little Cottonwood Canyon, as well as the ski resorts and the views of Timpanogos and down into American Fork Canyon are incredible as well. 

After taking in the views, you can then take the faint trail/cross country route up to the taller West Twin, which offers view of Lone Peak, Coalpit Gulch, the Pfeifferhorn, and many of the other incredible peaks along the ridge above Little Cottonwood Canyon. The route between the Twin Peaks involves a slight amount of descent, and then a fun, short ascent.
    ",UT
6.8,Point to Point,4980,3025,26,1981,6,17,Icehouse Trail,Difficult,4.0,"        The Icehouse Trail itself is six miles of almost non-stop downhill, descending 2000 vertical feet. There are occasional very short gentle climbs to keep you honest. Intermittent pumice boulders situated in the trail surface would be a pain to stumble on. The final 1/3-mile plunges off the mesa is more rugged and a little steep at times. 

Those who want to earn their vertical -- or who don't have a shuttle -- can hike up Cottonwood Road for an 18-mile loop (uff!) or you can hike this as an out-and-back.

It might be wise to use the Hiking Project mobile app on this one. The start is very difficult to find, and there are no signs above the Broken Mesa/Icehouse trail junction. It is also very easy to lose the trail in the upper sections. Beware that this appears to be a user-created trail, and mostly goes directly down the fall line, which means that it has become a watercourse and is now (in 2016) a rutted rocky experience. This trail would be greatly improved and more sustainable with reroutes off the fall line, which would be a huge project.
    ",UT
1.4,Point to Point,8365,7924,443,5,6,14,Baby Thunder Trail,Intermediate,4.0,"        From the split with the White Pine-Snowbird Link, the Baby Thunder Trail heads up a series of switchbacks that traverses through small forests and open slopes within the Snowbird ski resort. In the first couple of switchbacks, in the more forested section are a few fun plywood cutouts (off the trail) of mining buildings or hotels and things that make this trail fun and unique. The trail crosses some small streams and wet areas, but generally has some sort of foot bridge (or at least a pallet) to keep you from getting muddy or messing up the trail. Most of the trail, however, is pretty dry and somewhat rocky but still very manageable and fun for the ascent and descent. After the trail runs across a small ridge, it slowly drops down until it meets up with Rothman Way, just underneath the Gadzoom ski lift.
    ",UT
1.3,Point to Point,9996,9850,40,183,3,17,Medicine Lakes Trail,Intermediate,4.0,This trail is a good starting point for hiking loops on the South Mountain Trail,UT
0.9,Point to Point,9009,8307,0,702,14,30,Red Cloud Trail,Intermediate,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
15.4,Point to Point,5072,4668,466,698,1,15,Chute of Muddy Creek,Difficult,4.0,"        The Chute of Muddy Creek is an approximately 15-mile route from trailhead to trailhead that will require a 16-mile car shuttle. Much of the route is comprised of wading in Muddy Creek between steep and narrow canyon walls. 

Begin at the Tomsich Butte Trailhead. Proceed downstream from the Tomisch Butte Trailhead. After two miles you'll encounter Penitentiary Canyon on your left. After you pass Penitentiary Canyon the canyon walls begin to narrow. The creek becomes significantly deeper and you may have to wade up to your waist at this point, depending on the time of year. 

Approximately five miles after you pass Penitentiary Canyon, you'll encounter Music Canyon on your left. I recommend using the Music Canyon Route and scrambling up the beautifully sculpted, narrow slot to Music Canyon. Go up as high as you feel comfortable until you are eventually cliffed-out by a large dry fall. Return back down the slot to Muddy Creek. 

Continue downstream for 4.25 miles until you pass Chimney Canyon on your right. From the mouth of Chimney Canyon proceed 1.5 miles downstream to the mouth of Mud Canyon on your left. Proceed another 1.5 miles downstream from Mud Canyon and you'll encounter an obvious trail on your left. Follow this trail for 0.5 miles to the Hidden Splendor Airstrip.
    ",UT
2.1,Point to Point,7790,7308,67,550,5,23,Middle Canyon Trail,Easy,4.0,"        The trail connects Butterfield Pass to White Pine Road along the south end of Middle Canyon. The singletrack goes through a pines and aspen forest. There is a creek crossing at the confluence of two small streams below Butterfield Peaks.
    ",UT
5.2,Point to Point,5495,5152,540,677,4,22,Devils Kitchen to Elephant Canyon Trail,Intermediate/Difficult,4.0,"        Head east following the wide sandy wash for about 100 yards where the trail leaves the wash but keeps running parallel on the southern flank. Follow the narrowing canyon upstream for a third of a mile. The trail heads up the rocky slope and crosses a beautiful line of reddish needles. Continue through the basin on the other side and make your way around the needles at 0.8 miles. The trail turns south now and skirts the outline of a beautiful stretch of needles. Far reaching views are to the east to the La Sal Mountains and to the north to Junction Butte and Grand View Point. Follow the path as it hugs the needles for about 2 miles where you reach the trail that leads to Chesler Park.

Keep left to stay on the trail. After half a mile, you descend into Elephant Canyon with its wide wash. Cross the wash and head up straight on the other side. The trail ascends quickly leading to a spectacular slot, a shady and cool place on this mostly exposed trail. As you exit the slot, the trail turns right and heads up a grassy prairie framed by a wall of needles on the right. Cross another smaller set of needles at about 3.8 miles. You can now see the prominent Elephant Hill straight ahead. Continue on the slightly descending trail towards another set of smaller rocks. Once you have passed them, views across the plateau are abundant. Follow the cairned path and leave Elephant Hill to your left. At 5 miles, the trail descends to the Elephant Hill parking lot where it ends.
    ",UT
2.9,Point to Point,4684,4466,175,261,3,12,Circle-O,Intermediate,4.0,"        The trail can be used in either direction, but this description is for the recommended counterclockwise loop:

Leaving the Bar-M Loop at the Circle-O's southern trailhead, hike 1/4 mile on dirt doubletrack to the berm bowl at the junction with the Rockin' A trail. This is where the real fun begins.

Head left (NE) from the berm bowl to follow the Circle-O trail. The path is marked by a rust-colored line painted on the Entrada sandstone. Follow this line for nearly 3 miles as it winds through tight turns, over quick dips, and down short drops. Along the way, you'll reach the border of Arches National Park before climbing back to the Circle-O's northern junction with the Bar-M Loop.
    ",UT
7.0,Point to Point,8957,8571,778,831,4,13,Josephite Point Trail,Intermediate,4.0,"        Proceed to the southeast side of Pete's Hole Reservoir. You'll find the trailhead just beyond a picnic table. Prepare for 6.8 miles of delightful singletrack, well worth hiking if you're in the area (Price, Ephraim, or I-70 between Salina and Green River). Getting to the trailhead can be a challenge if not in a high-clearanace four-wheel drive vehicle. But a two-wheel drive SUV should be able to make it okay. 

This trail is part of the Great Western Trail (Utah Section) and is signed accordingly, with markers resembling those for the Pacific Crest Trail (See  expeditionutah.com/featured…). It has the high-elevation feel of some of the trails around Gunnison and Crested Butte.

Overall this is a fairly easy hike. The first couple of miles are mostly smooth and mostly descend. About a third of the way in there are a few roots and rocky sections, though nothing challenging, and a short moderate climb. There are a few partly overgrown segments.

In about four miles, near Josephite Point, the trail turns south. At this point the trail may become hard to follow, so look for the Great Western Trail marker posts to guide you. The trail shows evidence of being used for horses or packstock in this area; it's heavily divoted in places.

There's a short moderate final climb that takes one to Mary's Lake. When you reach the Mary's Lake trailhead, it's about 500 feet to the lake itself. Beware of mosquitoes at the otherwise pleasant lake.
    ",UT
2.5,Loop,6045,5776,443,426,7,31,Red Fleet Battleship Loop,Difficult,4.0,A vault toilet is available at the trailhead.,UT
8.4,Point to Point,4363,3953,641,641,3,14,Jackson Hole,Difficult,4.0,"        Jackson Hole is an abandoned river meander, where the river cuts through a bend to straighten its channel, leaving a central butte in a moat-like valley. 

The hike from Hurrah Pass or Lockhart Basin out to Jackson Hole runs through very rugged and remote terrain (including some private property). While the trail runs on easy to moderate jeep road, there is a fair bit of sand and the distance from just about anywhere is long, so come prepared with extra food, water, and a can-do attitude.

You can hike the loop all the way around the central butte, and return the way you came.
    ",UT
4.7,Point to Point,11544,9317,791,2389,13,46,Warner Lake - Beaver Basin Trail,Difficult,4.0,"        The trail starts at FS road 669-Dry Fork/Beaver Basin and immediately climbs, quite steeply to the saddle on the ridge. From here, the trail continues in similar fashion with a steep, narrow descent in mixed forest. The grade eases through the descent before you finally find yourself climbing through huge aspen stands. 

Once the trail tilts downward again, enjoy pleasant, low-angle descent through the aspens (which are incredible in the fall, by the way.) At a junction, you can stay right to check out Warner Lake or left to finish the singletrack. The trail dumps out onto the dirt road which you can follow downhill to Hazard County.
    ",UT
2.6,Point to Point,8734,8458,204,324,4,22,Paper Airplane,Intermediate,4.0,"        After hiking up the Woody's World Trail, head east on the obvious trail that will take you over toward the Brim Trail. You'll be on a nice singletrack that will lead you through Aspens, Sub Alpine Firs and some amazing meadows. 

As you work your way past the skiers bridge watch for the trail to exit o to the pavement that will take you to the Brim Trail. At the time of this submission the trail ends here but may extend in the future. To extend your hike, continue down the asphalt to the Brim Trail and enjoy the journey. 

Heading back on this trail is nice because you get to finish up on a nice down hill section of Wood's World which will drop you off at your vehicle.

Enjoy!
    ",UT
1.4,Point to Point,7535,7152,6,383,5,15,Masonic Trail,Intermediate,4.0,"        This one needs a bit more description. What it’s like, key features along the way, scenery, trail surface, etc.
    ",UT
2.3,Point to Point,5278,4919,366,7,3,7,City Creek Trail,Easy/Intermediate,4.0,"        This trail is a split off of the BST, but keeps you off of the road going up City Creek.  There is a marker for heading up the BST which is where this trail begins.  The trail heads east for the most part but can be windy in spots.  

You can see the road in numerous places along the way.  There is tree cover for most of the trail, but there are a few exposed sections.
    ",UT
3.3,Point to Point,4967,4905,133,166,2,9,Pineview West Trail,Easy,4.0,"        The Pineview West Trail and The North Arm Trail are often referred to as the same trail.. They both skirt the lake and give you great access to the water.
    ",UT
4.8,Point to Point,5224,3903,349,1632,8,35,Lower Red Lake Canyon Trail,Intermediate,4.0,"        A number of access points will get you to the Lower Red Lake Canyon Trail, but the quickest is by way of the Elephant Hill Road (4WD). By foot or wheel, follow this busy 3.7-mile road to where it ends at Devils Lane Road.

Millions upon millions of years ago, as sea levels in the area dropped, a thick layer of sandstone covered the evaporated salt left behind. As red sand and silt were deposited by rain and snowmelt, white sand also blew in, forming dunes. These geologic processes are still on display today in the alternating bands of red and white rock throughout Canyonlands, and especially in the Needles.

During a period of tectonic unrest, these evaporated salt layers were pulled towards the Colorado River, causing valleys (known as grabens) to collapse. From the 4x4 road, the Lower Red Lake Canyon Trail leaves the Devil's Lane graben to transect a horst - a raised fault block thrown upwards between two grabens. 

With a bit of easy scrambling, the trail reaches a high point on the horst. From here, views of the Devil's Lane graben widen below you. Turning west, the route drops down into a sunken wash and winds toward the western edge of the horst, where soon you'll be able to see the length of the Cyclone Canyon graben. Quickly loosing 250 feet, the trail meets with the Cyclone Canyon Trail. 

Entering one last horst, the trail funnels into Lower Red Lake Canyon. The name—Red Lake—could in part lend itself to the red sandstone, but it’s a misleading title as I saw no lake in sight whatsoever. 

Scrambling onto the sidewall of the deep gorge first, a well-maintained trail threads the rugged terrain to bypass an impassable pour-off, then descends slowly into the sandy wash. The grade abates, and the trail marches steadily downhill toward the Colorado River. Dwarfed by the towering walls, the wide vistas of the Needles disappear, and the first glimpse at the water doesn’t come until the wash empties at the shoreline. 

Across the river, you might notice a flat, sandy plain, seemingly out of place among the sheer cliffs surrounding much of the rest of Cataract Canyon. It's known as Spanish Bottom, an ancient sinkhole of collapsed rock.
    ",UT
1.6,Point to Point,7733,6794,939,64,12,21,Powerhouse Mountain FS Road #70759,Intermediate,4.0,"The trail is an ATV trail until you get to Powerhouse Overlook. After that, there's a short dirt trail (trail visibility isn't the best, there are bushes touching your ankles the entire way on the trail) that leads to the first peak.",UT
2.7,Point to Point,2870,2721,165,165,2,7,Pushing Tin Loop,Intermediate,4.0,"        A fun, easy, clean, multi-use singletrack trail. This is a very new trail, and it's very easy to follow and has low traffic. The first quarter-mile is doubletrack that parallels a sandy wash before it crosses through it for a few hundred yards to reach the singletrack portion of the lollipop loop. Ahead, the trail is pretty straightforwards, but there are two potentially unclear points detailed below.

If you hike the trail counter-clockwise (as mapped), there are a few small switchback and a potentially confusing turn 0.6 miles in. The eastern edge of the trail has been lined with rocks to keep you from turning to the right (the wrong direction). Continuing counter-clockwise, there is a fork in the trail at 1.25 miles. If you go right, there is a Alternate Line with very small technical section that is more of a mountain bike section with a few drops and rocks that you have to jump over or off of. If instead you go left, it continues as an easy trail. Both directions reconnect to each other after less than 30 or 40 yards.

At about two miles into the trail, you'll approach Will Gilbert Point. There's a sign with a bench which folds down into a table. It faces southwest and is a great place to sit and relax, eat a snack, etc. At 2.5 miles, you'll complete the circle and can head right to return to the the trailhead. Heading left (more like going straight) will take you around the loop again.

This trail can be accessed via the parking lot at the trailhead or via the Meditation Rock Connector or the Saddle Trail Connector.
    ",UT
2.5,Point to Point,7942,6934,1008,0,8,18,Canal Canyon Trail #5058,Intermediate,4.0,The trail has one creek crossing.,UT
2.7,Point to Point,6504,5841,664,509,8,27,Mule Ear Trail,Intermediate,4.0,"        I hesitate to even put this here because it is so overlooked but I rarely see anyone on this trail. It's nice and shady but with great views on the upper sections. Hike it with the Mule Shoe Trail to make a great loop. 

At the start of this trail, and after coming back up to the road on Mule Shoe Trail, you'll hit a few switchbacks. There is a new cutoff trail that splits off to your right (north). It's fairly level heading to the parking for Mule Shoe and the end of this trail. 

After passing the cutoff trail, you hit a lot of switchbacks heading up to the overlook - an optional out and back. The hike down is shady again and this is the section that I've seen moose most frequently so keep an eye out. About 30 feet from the road and parking, you'll see the cutoff I mentioned earlier crossing your path. Turning left would take you to the Cutler Basin Trail up to Ben Lomond.

This might be more popular as a x-country ski trail than running/hiking trail because they get a fair amount of snow here.
    ",UT
2.2,Point to Point,4906,4577,78,353,4,11,Little Canyon,Easy,4.0,"        Little Canyon connects Arth's Corner and Great Escape with Gold Bar. 

The upper end of the trail starts at Gemini Bridges Road and descends via singletrack and slickrock to a 'T' intersection with Great Escape.

The trail features awesome views of the La Sal Mountains to the east.
    ",UT
13.3,Point to Point,9288,6135,2738,3810,9,49,Great Western Trail,Intermediate/Difficult,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
4.3,Point to Point,5813,4860,1000,676,7,39,Bonneville Shoreline to Coldwater Canyon - North Ogden,Difficult,4.0,"        A climber's delight, this section of trail is the newest addition to the Bonneville Shoreline Trail, known as the 'BST.'  It appears this trail was finished in the spring of '15.  

You can start at North Ogden Nature Center Trailhead and climb the old jeep trail up to the BST. It's well-marked and fairly obvious. However, this area can see a lot of traffic.  When you get to the trail, head north.  

The first 1/2 mile is fairly rugged. Once you round the corner at the first small canyon (Garner Canyon), stay right and pass over a small bridge (taking the small rocky trail on the left will take you to a canal service road, and you'll have to make a short climb back to the trail).  Climb the 2 switchbacks, and follow the trail for as far as you want to go.  Once you get into the southern entrance of Coldwater Canyon, prepare yourself for a steep, exposed and loose narrow trail. 

After almost all the climbing, you'll reach the eastern end of the canyon and see a pump station on your left and a service road on your right.  I suppose you could bail here, but you've worked hard to get this far... I recommend climbing a little further so you can enjoy a little more of the downhill!  The northern side of the canyon is wider and proves an easier climb out.  

Did I mention the views? They're stunning!  You'll climb through several canyons.  They're a great place to cool off, and one might even have water coming down.  The higher you go, the more stunning the views become...  Willard Peak and Ben Lomond Peak are begging to be photographed!

Getting back to the car is easy - a quick hike down Mountain Road will put you right where you started.  Or, you could just hike the trail back to your car!
    ",UT
3.5,Point to Point,10788,9406,1074,1381,13,37,Miner's Basin Trail,Difficult,4.0,"        Miner's Basin Trail is a beautiful singletrack high altitude trail in the La Sal Mountains. This trail begins where Miner's Basin Road ends. You can access the Miner's Basin mining area near the middle of the trail. There was copper discovered at the location, and it was mined back in the late 1800s. After leaving Miner's Basin, the trail turns in a southwesterly direction passing by Gold Knob and tracking through pine forests and large groves of aspen. The trail ends on Warner Lake Road just a short distance from the scenic Warner Lake and the Hazzard County trailhead.
    ",UT
